Distrito de Évora,,,,,,,,
,,,,,,,,
Código,Km,km,Nº de,Nº de,Nº de,Nº de,Nº de,Indicador de
da via,Inicial,Final,Acidentes,Veículos,Mortos,F.Graves,F.Leves,Gravidade
EN114,"88,300 8","8,500",6,10,0,1,5,25
EN4,"72,500 7","2,635",5,7,0,1,6,28
,,,11,17,0,2,11,
Distrito de Portalegre,,,,,,,,
,,,,,,,,
Código,Km,km,Nº de,Nº de,Nº de,Nº de,Nº de,Indicador de
da via,Inicial,Final,Acidentes,Veículos,Mortos,F.Graves,F.Leves,Gravidade
IP2,"152,500 1","52,700",7,9,0,0,9,27
