,,,,,,,,
,Vítimas mortais,,Feridos graves,,Feridos leves,,Total de vítimas,
,,,,,,,,
,2003,2004,2003,2004,2003,2004,2003,2004
Segunda,29,37,126,118,1974,2001,2129,2156
Terça,32,25,115,97,1719,1556,1866,1678
Quarta,20,29,129,106,1724,1790,1873,1925
Quinta,29,28,123,118,1816,1741,1968,1887
Sexta,32,32,150,146,2043,1990,2225,2168
Sábado,60,47,207,208,2882,2543,3149,2798
Domingo,72,56,302,250,3485,3204,3859,3510
Total,274,254,1152,1043,15643,14825,17069,16122
