,Vítimas mortais,,Feridos graves,,,,,,M e FG por 100,
,,,,,Feridos leves,,Total de vítimas,,,
,(M),,(FG),,,,,,vítimas em 2004,
,,,,,,,,,,
,2003,,,,,,,,,
,,2004,2003,2004,2003,2004,2003,2004,M,FG
,,,,,,,,,,
,,,,,,,,,,
Condutores,836,677,2605,2381,28630,27145,32071,30203,"2,2","7,9"
Passageiros,274,254,1152,1043,15643,14825,17069,16122,"1,6","6,5"
Peões,246,204,902,766,6326,5849,7474,6819,"3,0","11,2"
Total,1356,1135,4659,4190,50599,47819,56614,53144,"2,1","7,9"
,,,,,,,,,,
