,,,,,,,,
,Vítimas mortais,,Feridos graves,,Feridos leves,,Total de vítimas,
,,,,,,,,
,2003,2004,2003,2004,2003,2004,2003,2004
Veíc. ligeiros,242,227,952,887,13844,13090,15038,14204
Veíc. pesados,3,5,28,18,473,484,504,507
Velocípedes,0,0,4,5,28,39,32,44
Ciclomotores,10,8,76,49,689,648,775,705
Motociclos,16,12,90,74,531,474,637,560
Outros,3,2,2,10,78,90,83,102
Total,274,254,1152,1043,15643,14825,17069,16122
