,,,,,,,,
,Vítimas mortais,,Feridos graves,,Feridos leves,,Total de vítimas,
,,,,,,,,
,2003,2004,2003,2004,2003,2004,2003,2004
00-03,37,29,143,104,1209,1013,1389,1146
03-06,27,29,113,72,682,594,822,695
06-09,29,34,113,108,1597,1433,1739,1575
09-12,22,25,104,95,1828,1895,1954,2015
12-15,36,33,155,127,2554,2398,2745,2558
15-18,55,35,195,188,3120,3197,3370,3420
18-21,48,43,194,222,2854,2698,3096,2963
21-24,20,26,135,127,1799,1597,1954,1750
Total,274,254,1152,1043,15643,14825,17069,16122
,,,,,,,,
