Escalões em c.c.,,Madeira (1),,Açores,
,,,%,,%
Até 750 c.c.,Ligeiros,-,-,-,-
De 751 a 1500 c.c.,Ligeiros,-,-,19,"7,7"
De 1501 a 3750 c.c.,Ligeiros,-,-,209,"85,0"
,Pesados,-,-,-,-
,Sub-total,-,-,209,"85,0"
De 3751 a 6000 c.c.,Ligeiros,-,-,9,"3,7"
,Pesados,-,-,3,"1,2"
,Sub-total,-,-,12,"4,9"
De 6001 a 8000 c.c.,Ligeiros,-,-,-,-
,Pesados,-,-,1,"0,4"
,Sub-total,-,-,1,"0,4"
Mais de 8000 c.c.,Pesados,-,-,5,"2,0"
Total,,-,-,246,"100,0"
