,,,,,,,,
,Vítimas mortais,,Feridos graves,,Feridos leves,,Total de vítimas,
,,,,,,,,
,2003,2004,2003,2004,2003,2004,2003,2004
Segunda,108,90,345,314,4082,3985,4535,4389
Terça,91,99,329,264,3837,3552,4257,3915
Quarta,110,67,337,278,3945,3855,4392,4200
Quinta,105,71,307,326,3935,3824,4347,4221
Sexta,123,95,429,388,4385,4166,4937,4649
Sábado,140,131,464,398,4516,3898,5120,4427
Domingo,159,124,394,413,3930,3865,4483,4402
Total,836,677,2605,2381,28630,27145,32071,30203
,,,,,,,,
