Distrito de Beja,,,,,,,,
,,,,,,,,
Código,Km,km,Nº de,Nº de,Nº de,Nº de,Nº de,Indicador de
da via,Inicial,Final,Acidentes,Veículos,Mortos,F.Graves,F.Leves,Gravidade
,,342.100,,,0,,,
EN18,341.920,,5,12,,0,7,21
Distrito de Portalegre,,,,,,,,
,,,,,,,,
,,152.700,,,0,,,
IP2,152.553,,6,9,,3,9,57
