Vítimas mortais segundo o distrito
"2016
2017
55 21 41 12 19 34 18 36 18 36 61 13 72 50 65 16 16 19
57 29 34 10 23 29 15 38 15 46 69 18 59 29 47 13 8 24
oletsaC
ocnarB
açnagarB arbmioC ergelatroP mératnaS od laeR
oletsaC adrauG labúteS
orievA ajeB agarB arovÉ oraF airieL aobsiL otroP anaiV aliV uesiV"
