,,FERIDOS LEVES,,,,,,,,,,,,,
,,<=14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,>=65,N.D.,TOTAL
Peões,2016,617,405,289,232,207,228,243,293,303,339,342,1514,0,5012
,2017,577,417,291,252,183,197,270,322,332,376,363,1546,2,5128
,17-16,,,,,,,,,,,,,,
Veíc. Ligeiros *,2016,1507,1287,3027,2429,2165,2113,2080,1771,1700,1440,1227,3509,2,24257
,2017,1531,1494,3137,2442,2105,2060,2251,1973,1728,1611,1317,3756,5,25410
,17-16,,,,,,,,,,,,,,
Veíc. Pesados *,2016,46,34,27,29,36,52,48,60,77,58,35,56,1,559
,2017,21,25,30,36,43,58,78,78,72,59,55,58,0,613
,17-16,,,,,,,,,,,,,,
Velocípedes *,2016,110,205,119,98,131,163,157,151,151,126,121,210,1,1743
,2017,148,197,129,98,140,163,171,183,158,133,102,263,0,1885
,17-16,,,,,,,,,,,,,,
Ciclomotores *,2016,24,265,191,150,102,129,196,208,267,239,210,570,1,2552
,2017,25,314,266,145,108,137,226,239,265,242,236,536,1,2740
,17-16,,,,,,,,,,,,,,
Motociclos *,2016,24,484,465,620,594,595,519,380,345,195,140,157,1,4519
,2017,27,593,552,848,700,653,637,486,353,253,164,191,3,5460
,17-16,,,,,,,,,,,,,,
Outros *,2016,11,23,27,31,25,15,24,26,33,29,32,187,0,463
,2017,11,18,27,25,35,19,33,37,43,35,39,216,0,538
,17-16,,,,,,,,,,,,,0,
N.D.,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1
,2017,0,1,0,0,0,0,0,0,1,0,0,0,0,2
,17-16,0,,0,0,0,0,,0,,0,0,0,0,
TOTAL,2016,2339,2703,4145,3589,3260,3295,3268,2889,2876,2426,2107,6203,6,39106
,2017,2340,3059,4432,3846,3314,3287,3666,3318,2952,2709,2276,6566,11,41776
,17-16,,,,,,,,,,,,,,
