,,,,,,,,,,,,,,,,,,,,,,,,,,
Quadro 19. Sinistralidade no Continente por categoria de veículo e peões,,,,,,,,,,,, ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,VM,,,FG,,,FL,,,Total de vítimas,,,,,,,,,,,,,,,,
,2019,2023,2024,2019,2023,2024,2019,2023,2024,2019,2023,2024,,,,,,,,,,,,,,
Peões,74,57,69,463,359,432,5186,4457,4651,5723,4873,5152,,,,,,,,,,,,,,
Veículos ligeiros,230,214,210,961,955,970,25835,22640,23250,27026,23809,24430,,,,,,,,,,,,,,
Veículos pesados,8,8,3,30,27,23,559,496,547,597,531,573,,,,,,,,,,,,,,
Ciclomotores,26,20,18,144,124,123,2276,1695,1507,2446,1839,1648,,,,,,,,,,,,,,
Motociclos,93,124,120,520,766,805,6737,8384,9000,7350,9274,9925,,,,,,,,,,,,,,
Velocípedes,20,26,23,112,163,163,2104,2983,3346,2236,3172,3532,,,,,,,,,,,,,,
Veículos agrícolas,15,12,13,25,14,31,102,104,121,142,130,165,,,,,,,,,,,,,,
Outros*,8,6,7,46,29,29,403,299,261,457,334,297,,,,,,,,,,,,,,
Total,474,467,463,2301,2437,2576,43202,41058,42683,45977,43962,45722,,,,,,,,,,,,,,
" * Inclui máquinas industriais, triciclos, quadriciclos, veículos de tração animal veículos sobre carris, desconhecidos e não definidos",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quadro 20. Sinistralidade no Continente por categoria de veículo e peões, taxas de variação",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,VM,,,FG,,,FL,,,Total de vítimas,,,,,,,,,,,,,,,,
,∆ (%) ,,,,,,,,,,,,,,,,,,,,,,,,,
,24/19,24/23,,24/19,24/23,,24/19,24/23,,24/19,24/23,,,,,,,,,,,,,,,
Peões,-0.06756756756756754,0.21052631578947367,,-0.06695464362850967,0.20334261838440115,,-0.10316236020053993,0.04352703612295272,,-0.0997728464092259,0.05725425815719265,,,,,,,,,,,,,,,
Veículos ligeiros,-0.08695652173913049,-0.01869158878504673,,0.009365244536940764,0.015706806282722585,,-0.1000580607702729,0.02694346289752647,,-0.0960556501147044,0.026082573816623933,,,,,,,,,,,,,,,
Veículos pesados,-0.625,-0.625,,-0.23333333333333328,-0.14814814814814814,,-0.02146690518783545,0.10282258064516125,,-0.04020100502512558,0.07909604519774005,,,,,,,,,,,,,,,
Ciclomotores,-0.3076923076923077,-0.09999999999999998,,-0.14583333333333337,-0.008064516129032251,,-0.3378734622144113,-0.11091445427728619,,-0.3262469337694195,-0.10386079390973357,,,,,,,,,,,,,,,
Motociclos,0.29032258064516125,-0.032258064516129004,,0.5480769230769231,0.050913838120104415,,0.335906189698679,0.0734732824427482,,0.3503401360544218,0.07019624757386245,,,,,,,,,,,,,,,
Velocípedes,0.1499999999999999,-0.11538461538461542,,0.4553571428571428,0,,0.5903041825095057,0.12168957425410665,,0.5796064400715564,0.11349306431273654,,,,,,,,,,,,,,,
Veículos agrícolas,-0.1333333333333333,0.08333333333333326,,0.24,1.2142857142857144,,0.18627450980392157,0.16346153846153855,,0.1619718309859155,0.26923076923076916,,,,,,,,,,,,,,,
Outros*,-0.125,0.16666666666666674,,-0.3695652173913043,0,,-0.3523573200992556,-0.1270903010033445,,-0.35010940919037203,-0.1107784431137725,,,,,,,,,,,,,,,
Total,-0.02320675105485237,-0.008565310492505307,,0.11951325510647548,0.057037340993024266,,-0.012013332716077962,0.039578157728092034,,-0.005546251386562839,0.04003457531504484,,,,,,,,,,,,,,,
" * Inclui máquinas industriais, triciclos, quadriciclos, veículos de tração animal veículos sobre carris, desconhecidos e não definidos",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
