,,,,,,,,,,,,,,,,,,,,
Quadro 16. Sinistralidade no Continente por categoria de utente,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,VM,,,FG,,,FL,,,,,,,,,,,,,
,2019,2023,2024,2019,2023,2024,2019,2023,2024,,,,,,,,,,,
Condutores,314,338,339,1452,1713,1728,27762,27783,28992,,,,,,,,,,,
Passageiros,86,72,55,386,365,416,10254,8818,9040,,,,,,,,,,,
Peões,74,57,69,463,359,432,5186,4457,4651,,,,,,,,,,,
Total,474,467,463,2301,2437,2576,43202,41058,42683,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Quadro 17. Sinistralidade no Continente por categoria de utente, taxas de variação",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,VM,,,FG,,,FL,,,,,,,,,,,,,
,∆ (%) ,,,,,,,,,,,,,,,,,,,
,24/19,24/23,,24/19,24/23,,24/19,24/23,,,,,,,,,,,,
Condutores,0.07961783439490455,0.002958579881656709,,0.1900826446280992,0.008756567425569184,,0.04430516533390971,0.043515819026023195,,,,,,,,,,,,
Passageiros,-0.36046511627906974,-0.23611111111111116,,0.07772020725388606,0.13972602739726026,,-0.11839282231324366,0.025175776820140605,,,,,,,,,,,,
Peões,-0.06756756756756754,0.21052631578947367,,-0.06695464362850967,0.20334261838440115,,-0.10316236020053993,0.04352703612295272,,,,,,,,,,,,
Total,-0.02320675105485237,-0.008565310492505307,,0.11951325510647548,0.057037340993024266,,-0.012013332716077962,0.039578157728092034,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
