,,,,,,,,,,,,,,,,,,,,,,,,,,
Quadro 24. Tipologia de infrações,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,Infrações,,,,,,,,,,,,,,,,,,,,,,,,,
Tipo de infração,2023,2024,∆(%) 24/23,,,,,,,,,,,,,,,,,,,,,,,
Velocidade,946956,891198,-0.05888129965911826,,,,,,,,,,,,,,,,,,,,,,,
Álcool,44030,33843,-0.231364978423802,,,,,,,,,,,,,,,,,,,,,,,
Seguro,34543,53387,0.5455229713690184,,,,,,,,,,,,,,,,,,,,,,,
Inspeção periódica obrigatória,80280,101853,0.26872197309417034,,,,,,,,,,,,,,,,,,,,,,,
Telemóvel,24772,22298,-0.09987082189568863,,,,,,,,,,,,,,,,,,,,,,,
Cintos de segurança,21954,16865,-0.23180286052655552,,,,,,,,,,,,,,,,,,,,,,,
Sistemas de retenção para crianças,2465,1940,-0.21298174442190665,,,,,,,,,,,,,,,,,,,,,,,
Outras,482342,350562,-0.2732086361958942,,,,,,,,,,,,,,,,,,,,,,,
Total,1637342,1471946,-0.10101493762451585,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
