,,,,,,,,,,,,,,,,,,,,,,,,,,
Quadro 9. Sinistralidade no Continente por natureza,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,AcV,,,VM,,,FG,,,FL,,,IGR,,,,,,,,,,,,,
,2019,2023,2024,2019,2023,2024,2019,2023,2024,2019,2023,2024,2019,2023,2024,,,,,,,,,,,
Atropelamento,5337,4654,4862,70,55,66,443,358,410,5302,4593,4832,1.3115982761851228,1.1817791147400087,1.3574660633484164,,,,,,,,,,,
Colisão,18771,18447,19474,190,191,192,993,1119,1200,24965,23584,24935,1.0121996697032656,1.0353987098173145,0.9859299578925748,,,,,,,,,,,
Despiste,11596,11873,12002,214,221,205,865,960,966,12935,12881,12916,1.8454639530872716,1.8613661248210223,1.708048658556907,,,,,,,,,,,
Total,35704,34974,36338,474,467,463,2301,2437,2576,43202,41058,42683,1.3275823437149898,1.3352776348144337,1.2741482745335462,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quadro 10. Sinistralidade no Continente por natureza, taxas de variação",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,AcV,,,VM,,,FG,,,FL,,,IGR,,,,,,,,,,,,,
,∆ (%) ,,,,,,,,,,,,,,,,,,,,,,,,,
,24/19,24/23,,24/19,24/23,,24/19,24/23,,24/19,24/23,,24/19,24/23,,,,,,,,,,,,
Atropelamento,-0.08900131159827618,0.04469273743016755,,-0.05714285714285716,0.19999999999999996,,-0.0744920993227991,0.14525139664804465,,-0.08864579403998496,0.05203570650990641,,0.03497091144149955,0.1486631016042781,,,,,,,,,,,,
Colisão,0.037451387779020795,0.05567300916138129,,0.010526315789473717,0.005235602094240788,,0.2084592145015105,0.07238605898123329,,-0.0012016823552973843,0.05728459972862954,,-0.025953092652551413,-0.04777749040605628,,,,,,,,,,,,
Despiste,0.035012073128665167,0.010864987787416736,,-0.04205607476635509,-0.07239819004524883,,0.11676300578034682,0.006250000000000089,,-0.001468882875918065,0.002717180343141168,,-0.07446111006421063,-0.08236824782596563,,,,,,,,,,,,
Total,0.017757114048846168,0.039000400297363846,,-0.02320675105485237,-0.008565310492505307,,0.11951325510647548,0.057037340993024266,,-0.012013332716077962,0.039578157728092034,,-0.040249156245870554,-0.04578026223691134,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
