,,,,,,,,,,,,,,,,,,,,,,,,,,
Quadro 25. Infrações por excesso de velocidade,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,N.º de veículos fiscalizados por radar,,,Total de infrações,,,,,,,,,,,,,,,,,,,,,,
Entidade fiscalizadora,2023,2024,∆(%) 24/23,2023,2024,∆(%) 24/23,,,,,,,,,,,,,,,,,,,,
,,,,"N.º infrações
Tx. Infração",,N.º infrações,Tx. Infração,,,,,,,,,,,,,,,,,,,
ANSR,166039491,243902902,0.4689451318542044,538896,614171,0.139683723761171,,,,,,,,,,,,,,,,,,,,
,,,,0.0032455893279027216,0.002518096320149565,,-0.22414820060529897,,,,,,,,,,,,,,,,,,,
GNR,5409709,13114619,1.424274392578233,106444,91644,-0.13904024651459923,,,,,,,,,,,,,,,,,,,,
,,,,0.01967647427985498,0.006987926984382848,,-0.6448587849126418,,,,,,,,,,,,,,,,,,,
PSP,2210061,2012148,-0.08955092189763092,58151,28420,-0.5112723770872384,,,,,,,,,,,,,,,,,,,,
,,,,0.026311943425995934,0.014124209551186095,,-0.46320158406727496,,,,,,,,,,,,,,,,,,,
PML (1),1059045,606156,-0.42763905216492215,243465,156963,-0.3552954223399667,,,,,,,,,,,,,,,,,,,,
,,,,0.008152900944199327,0.007950652947373304,,-0.024806875271791474,,,,,,,,,,,,,,,,,,,
,174718306,259635825,0.48602531093679446,946956,891198,-0.05888129965911826,,,,,,,,,,,,,,,,,,,,
Total (2),,,,0.004070315860625833,0.0028434869713853724,,-0.3014087680782172,,,,,,,,,,,,,,,,,,,
"(1) Na PML, os veículos fiscalizados por radar fixo correspondem ao número de infrações, pelo que a taxa de infração apenas inclui radares móveis",,,,,,,,,,,,,,,,,,,,,,,,,,
(2) Taxa de infração global: sem radares fixos PML,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
