"Quadro 4.2 Evolução peões vítimas em Portugal, 2019 a 2024",,,,,,
,,,,,,
Ano,VM,FG,FL,Total de peões vítimas,,
2019,140,450,5391,5981,,
2020,101,291,3484,3876,,
2021,100,306,3717,4123,,
2022,107,350,4492,4949,,
2023,109,350,4648,5107,,
2024,111,426,4847,5384,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
