,,,,,,,,,,,,,,,,,,,,,,,,,,
Quadro 11. Sinistralidade no Continente por localização,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,AcV,,,VM,,,FG,,,FL,,,IGR,,,,,,,,,,,,,
,2019,2023,2024,2019,2023,2024,2019,2023,2024,2019,2023,2024,2019,2023,2024,,,,,,,,,,,
Dentro das localidades,27898,27641,28647,226,221,253,1439,1622,1724,32944,31635,32866,0.8100939135421894,0.799536919793061,0.8831640311376409,,,,,,,,,,,
Fora das localidades,7806,7333,7691,248,246,210,862,815,852,10258,9423,9817,3.177043300025621,3.3546979408154916,2.730464178910415,,,,,,,,,,,
Total,35704,34974,36338,474,467,463,2301,2437,2576,43202,41058,42683,1.3275823437149898,1.3352776348144337,1.2741482745335462,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quadro 12. Sinistralidade no Continente por localização, taxas de variação",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,AcV,,,VM,,,FG,,,FL,,,IGR,,,,,,,,,,,,,
,∆ (%) ,,,,,,,,,,,,,,,,,,,,,,,,,
,24/19,24/23,,24/19,24/23,,24/19,24/23,,24/19,24/23,,24/19,24/23,,,,,,,,,,,,
Dentro das localidades,0.02684780270987175,0.03639521001410939,,0.11946902654867264,0.14479638009049767,,0.1980542043085476,0.06288532675708991,,-0.0023676542010684365,0.03891259680733361,,0.09019956374681004,0.10459443369572541,,,,,,,,,,,,
Fora das localidades,-0.014732257238022073,0.04882040092731499,,-0.15322580645161288,-0.14634146341463417,,-0.011600928074245953,0.04539877300613493,,-0.04299083642035484,0.04181258622519368,,-0.14056437981553627,-0.18607748683129788,,,,,,,,,,,,
Total,0.017757114048846168,0.039000400297363846,,-0.02320675105485237,-0.008565310492505307,,0.11951325510647548,0.057037340993024266,,-0.012013332716077962,0.039578157728092034,,-0.040249156245870554,-0.04578026223691134,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
