,,,,,,,,,,,,,,,,,,,,,,,,,,
Quadro 13. Sinistralidade no Continente por tipo de via,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,AcV,,,VM,,,FG,,,FL,,,IGR,,,,,,,,,,,,,
,2019,2023,2024,2019,2023,2024,2019,2023,2024,2019,2023,2024,2019,2023,2024,,,,,,,,,,,
AE,2146,2010,2172,58,45,43,176,153,153,3085,2837,3024,2.7027027027027026,2.2388059701492535,1.979742173112339,,,,,,,,,,,
Arruamento,22794,21943,22742,157,135,150,1066,1116,1186,26467,24714,25764,0.6887777485303149,0.615230369593948,0.6595725969571717,,,,,,,,,,,
EM,1334,1263,1230,30,27,25,166,139,151,1609,1480,1371,2.2488755622188905,2.137767220902613,2.0325203252032518,,,,,,,,,,,
EN,6372,6965,7229,142,155,169,584,757,779,8244,8671,8988,2.228499686126805,2.2254127781765973,2.3378060589293126,,,,,,,,,,,
ER,319,247,252,8,10,5,23,29,29,418,303,318,2.507836990595611,4.048582995951417,1.984126984126984,,,,,,,,,,,
IC,966,829,948,26,36,24,86,71,85,1266,1102,1207,2.691511387163561,4.342581423401689,2.5316455696202533,,,,,,,,,,,
IP,263,218,242,16,14,9,29,29,26,349,269,326,6.083650190114068,6.422018348623854,3.71900826446281,,,,,,,,,,,
Outras*,1510,1499,1523,37,45,38,171,143,167,1764,1682,1685,2.4503311258278146,3.0020013342228156,2.495075508864084,,,,,,,,,,,
Total,35704,34974,36338,474,467,463,2301,2437,2576,43202,41058,42683,1.3275823437149898,1.3352776348144337,1.2741482745335462,,,,,,,,,,,
"* Inclui acessos, estradas florestais, pontes, variantes e não definidas",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quadro 14. Sinistralidade no Continente por tipo de via, taxas de variação",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Janeiro-dezembro,AcV,,,VM,,,FG,,,FL,,,IGR,,,,,,,,,,,,,
,∆ (%) ,,,,,,,,,,,,,,,,,,,,,,,,,
,24/19,24/23,,24/19,24/23,,24/19,24/23,,24/19,24/23,,24/19,24/23,,,,,,,,,,,,
AE,0.012115563839701693,0.08059701492537319,,-0.2586206896551724,-0.0444444444444444,,-0.13068181818181823,0,,-0.01977309562398699,0.06591469862530852,,-0.2674953959484345,-0.11571516267648851,,,,,,,,,,,,
Arruamento,-0.0022813020970431364,0.036412523355967785,,-0.04458598726114649,0.11111111111111116,,0.11257035647279556,0.06272401433691766,,-0.026561378320172246,0.04248604030104386,,-0.04240141560243471,0.07207418481712735,,,,,,,,,,,,
EM,-0.07796101949025491,-0.026128266033254133,,-0.16666666666666663,-0.07407407407407407,,-0.09036144578313254,0.08633093525179847,,-0.14791796146674951,-0.07364864864864862,,-0.09620596205962073,-0.049232158988256725,,,,,,,,,,,,
EN,0.134494664155681,0.03790380473797561,,0.1901408450704225,0.0903225806451613,,0.33390410958904115,0.029062087186261465,,0.0902474526928676,0.03655864375504558,,0.04904931038715343,0.05050446454468793,,,,,,,,,,,,
ER,-0.21003134796238243,0.020242914979757165,,-0.375,-0.5,,0.26086956521739135,0,,-0.23923444976076558,0.04950495049504955,,-0.20882936507936511,-0.5099206349206349,,,,,,,,,,,,
IC,-0.018633540372670843,0.1435464414957781,,-0.07692307692307687,-0.33333333333333337,,-0.011627906976744207,0.19718309859154926,,-0.04660347551342814,0.09528130671506352,,-0.05939629990262896,-0.4170182841068917,,,,,,,,,,,,
IP,-0.07984790874524716,0.11009174311926606,,-0.4375,-0.3571428571428571,,-0.10344827586206895,-0.10344827586206895,,-0.06590257879656158,0.21189591078066905,,-0.3886880165289256,-0.42089728453364816,,,,,,,,,,,,
Outras*,0.008609271523178919,0.016010673782521634,,0.027027027027026973,-0.15555555555555556,,-0.023391812865497075,0.16783216783216792,,-0.044784580498866244,0.001783590963139181,,0.018260545509396486,-0.1688626249361641,,,,,,,,,,,,
Total,0.017757114048846168,0.039000400297363846,,-0.02320675105485237,-0.008565310492505307,,0.11951325510647548,0.057037340993024266,,-0.012013332716077962,0.039578157728092034,,-0.040249156245870554,-0.04578026223691134,,,,,,,,,,,,
"* Inclui acessos, estradas florestais, pontes, variantes e não definidas",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
