distrito,ano,concelho,data,hora,mortos,feridos_graves,via,km,natureza,source_file
Aveiro,2004,Agueda,2004-03-01,08:10:00,1,0,Rua do Alverca,,Despiste simples,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-01-11,19:50:00,1,1,EN1,238.400,Colisão frontal,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-06-19,18:20:00,0,3,EM,,Colisão frontal,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-06-25,17:21:00,0,1,EM,,Col. lat. c/veic. em mov.,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-06-30,08:00:00,0,1,R. Cavadas,,Col. traseira c/veic. em mov.,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-06-28,17:20:00,1,0,IC2,225.800,Despiste simples,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-08-17,13:15:00,0,1,R. Carmeleiras de Cima,,Col. lat. c/veic. em mov.,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-02-18,18:30:00,1,0,EN1,242.400,Atropelamento de peões,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-08-04,17:45:00,0,2,IC2,229.200,Colisão frontal,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-08-20,21:00:00,0,1,EM573,,Col. lat. c/veic. em mov.,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-08-20,21:05:00,0,1,EM,,Col. c/veic. ou obst.faixa rod.,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-04-09,16:55:00,0,1,R. Cabedo,,Col. lat. c/veic. em mov.,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-08-02,17:30:00,0,1,R.da Igreja,,Atropelamento de peões,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-02-26,09:45:00,0,1,R. Cabedo Lencastre,,Atropelamento de peões,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-02-08,17:45:00,0,1,EM574,,Colisão frontal,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-08-22,11:00:00,0,1,EN1,239.400,Col. lat. c/veic. em mov.,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-02-05,20:00:00,0,1,EN1,244.500,Col. lat. c/veic. em mov.,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-10-23,14:15:00,0,2,EN1,224.000,Despiste simples,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-12-11,17:10:00,0,1,EN230,16.500,Desp. c/capotamento,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-03-10,19:00:00,0,1,EN1,234.000,Colisão choque em cadeia,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-10-30,15:30:00,2,2,IP5,35.175,Colisão frontal,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-03-20,20:20:00,0,1,EN333,32.200,Desp. c/capotamento,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-11-10,14:00:00,0,1,EM1001,,Desp. c/dispositivo retenção,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-05-22,11:30:00,0,1,R.do Montouro,,Atropelamento de peões,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-11-02,20:15:00,0,4,R. O Sardineta,,Atropelamento de peões,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-11-21,19:30:00,1,0,EN1,242.600,Atropelamento de peões,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-06-26,20:30:00,0,1,R. Celestino Neto,,Col. lat. c/veic. em mov.,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-09-30,13:30:00,0,1,R. Vieira,,Col. traseira c/veic. em mov.,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-09-19,12:10:00,0,1,R. Principal,,Atropelamento de peões,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-07-20,08:30:00,1,0,IC2,237.200,Desp.c/colisão c/veíc.imob./obst.,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-05-03,07:50:00,0,1,EM,,Col. lat. c/veic. em mov.,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-03-23,08:45:00,1,2,IC2,239.450,Col. lat. c/veic. em mov.,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-05-13,07:50:00,0,1,EM,,Col. lat. c/veic. em mov.,Aveiro 2004.pdf
Aveiro,2004,Agueda,2004-03-12,19:10:00,1,0,Rua António Pereira Vidal,,Atropelamento de peões,Aveiro 2004.pdf
Aveiro,2004,Velha,2004-11-09,19:30:00,0,3,EM1001,,Colisão frontal,Aveiro 2004.pdf
Aveiro,2004,Velha,2004-03-26,16:35:00,0,1,EN1,248.200,Atropelamento de peões,Aveiro 2004.pdf
Aveiro,2004,Velha,2004-11-10,18:30:00,0,1,EN1,247.500,Atropelamento de peões,Aveiro 2004.pdf
Aveiro,2004,Velha,2004-05-17,22:10:00,0,1,EN16,8.000,Despiste simples,Aveiro 2004.pdf
Aveiro,2004,Velha,2004-05-30,18:45:00,1,0,A1,246.540,Despiste simples,Aveiro 2004.pdf
Aveiro,2004,Velha,2004-06-13,19:05:00,1,1,EM577,2.000,Col. lat. c/veic. em mov.,Aveiro 2004.pdf
Aveiro,2004,Velha,2004-03-24,21:55:00,1,0,A1,246.380,Col. traseira c/veic. em mov.,Aveiro 2004.pdf
Aveiro,2004,Velha,2004-06-24,17:10:00,0,1,R. Hospital,,Colisão frontal,Aveiro 2004.pdf
Aveiro,2004,Velha,2004-07-30,22:00:00,1,0,R.Marquês Pombal,,Colisão frontal,Aveiro 2004.pdf
Aveiro,2004,Velha,2004-07-03,17:20:00,0,2,EN230-2,8.000,Col. lat. c/veic. em mov.,Aveiro 2004.pdf
Aveiro,2004,Anadia,2004-05-05,02:10:00,0,2,EM619-1,,Desp.c/colisão c/veíc.imob./obst.,Aveiro 2004.pdf
Aveiro,2004,Anadia,2004-07-11,06:30:00,1,0,EN334,22.500,Despiste simples,Aveiro 2004.pdf
Aveiro,2004,Anadia,2004-09-21,11:40:00,0,1,IC2,223.300,Colisão frontal,Aveiro 2004.pdf
Aveiro,2004,Anadia,2004-09-19,17:15:00,0,1,R. Campo Futebol,,Col. c/veic. ou obst.faixa rod.,Aveiro 2004.pdf
Aveiro,2004,Anadia,2004-05-29,17:00:00,1,0,A1,216.790,Desp. c/capotamento,Aveiro 2004.pdf
Aveiro,2004,Anadia,2004-06-03,22:30:00,0,1,R. Principal,,Col. lat. c/veic. em mov.,Aveiro 2004.pdf
Aveiro,2004,Anadia,2004-01-15,18:10:00,0,1,EN334,27.100,Colisão frontal,Aveiro 2004.pdf
Beja,2004,Aljustrel,2004-03-31,20:45:00,1,0,EN261,94.839,Atropelamento de peões,Beja 2004.pdf
Beja,2004,Aljustrel,2004-02-14,18:30:00,0,1,R. Lisboa,,Colisão c/outras situações,Beja 2004.pdf
Beja,2004,Aljustrel,2004-07-02,18:00:00,0,1,EN263,46.100,Despiste simples,Beja 2004.pdf
Beja,2004,Aljustrel,2004-09-11,15:50:00,0,1,A2,154.500,Despiste c/capotamento,Beja 2004.pdf
Beja,2004,Aljustrel,2004-12-06,00:00:00,0,1,EN18,378.400,Despiste c/capotamento,Beja 2004.pdf
Beja,2004,Aljustrel,2004-11-16,13:40:00,1,0,EM530,,Despiste c/capotamento,Beja 2004.pdf
Beja,2004,Aljustrel,2004-08-25,09:10:00,0,1,A2,140.650,Despiste simples,Beja 2004.pdf
Beja,2004,Aljustrel,2004-06-20,01:30:00,0,1,EN2,605.500,Despiste c/capotamento,Beja 2004.pdf
Beja,2004,Aljustrel,2004-03-12,16:25:00,0,1,A2,142.000,Colisão c/outras situações,Beja 2004.pdf
Beja,2004,Aljustrel,2004-01-23,19:00:00,1,0,EM527,,Col. traseira c/veic. em mov.,Beja 2004.pdf
Beja,2004,Almodôvar,2004-12-11,21:15:00,0,1,ER393,72.300,Despiste c/capotamento,Beja 2004.pdf
Beja,2004,Almodôvar,2004-10-05,11:15:00,1,1,A2,205.500,Despiste c/capotamento,Beja 2004.pdf
Beja,2004,Almodôvar,2004-07-19,20:15:00,0,1,EM1201,,Despiste simples,Beja 2004.pdf
Beja,2004,Almodôvar,2004-05-29,20:40:00,0,1,EM,,Colisão frontal,Beja 2004.pdf
Beja,2004,Almodôvar,2004-08-23,17:10:00,1,1,A2,192.350,Desp. c/transp. disp. ret. lateral,Beja 2004.pdf
Beja,2004,Almodôvar,2004-08-08,18:30:00,0,1,A2,194.000,Desp.c/colisão c/veíc.imob./obst.,Beja 2004.pdf
Beja,2004,Almodôvar,2004-08-29,20:30:00,0,1,A2,206.200,Colisão choque em cadeia,Beja 2004.pdf
Beja,2004,Almodôvar,2004-05-04,08:30:00,0,1,EN2,659.200,Despiste simples,Beja 2004.pdf
Beja,2004,Almodôvar,2004-04-30,23:05:00,1,0,A2,188.300,Despiste c/capotamento,Beja 2004.pdf
Beja,2004,Almodôvar,2004-03-03,16:10:00,0,1,Rua do Quartel da GNR,,Desp. c/transp. disp. ret. lateral,Beja 2004.pdf
Beja,2004,Almodôvar,2004-03-20,16:30:00,0,1,EM,,Despiste c/capotamento,Beja 2004.pdf
Beja,2004,Almodôvar,2004-02-01,15:20:00,0,1,EM1207,,Despiste simples,Beja 2004.pdf
Beja,2004,Almodôvar,2004-02-18,22:05:00,0,1,A2,188.050,Col. traseira c/veic. em mov.,Beja 2004.pdf
Beja,2004,Almodôvar,2004-01-23,09:30:00,0,1,R. Serpa Pinto,,Atropelamento de peões,Beja 2004.pdf
Beja,2004,Almodôvar,2004-01-13,10:30:00,1,0,EM1167,,Despiste c/capotamento,Beja 2004.pdf
Beja,2004,Almodôvar,2004-10-14,08:30:00,0,2,EM1202,,Colisão frontal,Beja 2004.pdf
Beja,2004,Barrancos,2004-02-01,02:50:00,0,1,EN386,52.426,Col. traseira c/veic. em mov.,Beja 2004.pdf
Beja,2004,Beja,2004-03-31,13:00:00,0,1,EM513,,Despiste simples,Beja 2004.pdf
Beja,2004,Beja,2004-05-14,17:15:00,1,0,EN122,1.100,Col. lat. c/veic. em mov.,Beja 2004.pdf
Beja,2004,Beja,2004-06-19,07:50:00,1,0,EN121,69.600,Atropelamento de peões,Beja 2004.pdf
Beja,2004,Beja,2004-06-24,01:30:00,1,0,IP2,358.600,Despiste s/disp. de retenção,Beja 2004.pdf
Beja,2004,Beja,2004-06-27,07:15:00,0,1,EN18,362.600,Despiste simples,Beja 2004.pdf
Beja,2004,Beja,2004-07-06,15:00:00,0,1,EN260,16.600,Despiste simples,Beja 2004.pdf
Beja,2004,Beja,2004-08-29,07:40:00,1,0,EN18,340.000,Colisão frontal,Beja 2004.pdf
Beja,2004,Beja,2004-09-02,13:00:00,1,0,IP2,368.000,Colisão frontal,Beja 2004.pdf
Beja,2004,Beja,2004-11-24,00:58:00,0,1,Outra Via,0.000,Despiste c/capotamento,Beja 2004.pdf
Beja,2004,Beja,2004-11-06,00:20:00,0,1,EM528,0.000,Despiste c/capotamento,Beja 2004.pdf
Beja,2004,Beja,2004-12-21,09:20:00,0,2,EN121,69.200,Col. lat. c/veic. em mov.,Beja 2004.pdf
Beja,2004,Beja,2004-09-09,16:30:00,0,1,EN260,,Atropelamento de peões,Beja 2004.pdf
Beja,2004,Beja,2004-04-24,09:10:00,0,1,EN260,1.045,Col. lat. c/veic. em mov.,Beja 2004.pdf
Beja,2004,Beja,2004-01-28,00:05:00,0,1,EN260,3.000,Atropelamento de peões,Beja 2004.pdf
Beja,2004,Beja,2004-03-20,00:15:00,0,1,Av. Salgueiro Maia,,Despiste simples,Beja 2004.pdf
Beja,2004,Beja,2004-12-30,00:15:00,0,1,R. Bento Jesus Caraça,,Atropelamento de peões,Beja 2004.pdf
Beja,2004,Beja,2004-10-02,20:15:00,2,0,EN18,342.400,Colisão frontal,Beja 2004.pdf
Beja,2004,Beja,2004-09-05,19:35:00,0,1,IP2,351.200,Despiste c/capotamento,Beja 2004.pdf
Beja,2004,Beja,2004-08-30,01:00:00,0,1,EM,,Despiste simples,Beja 2004.pdf
Beja,2004,Beja,2004-01-15,21:30:00,0,1,EN260,4.900,Atropelamento de peões,Beja 2004.pdf
Beja,2004,Beja,2004-01-09,06:45:00,0,1,EN121,70.500,Despiste c/capotamento,Beja 2004.pdf
Beja,2004,Beja,2004-02-09,12:00:00,0,1,EN388,,Despiste simples,Beja 2004.pdf
Beja,2004,Beja,2004-02-28,08:15:00,0,1,EN260,15.000,Despiste c/capotamento,Beja 2004.pdf
Beja,2004,Castro Verde,2004-02-29,22:25:00,1,4,IP2,390.000,Colisão frontal,Beja 2004.pdf
Beja,2004,Castro Verde,2004-12-09,19:50:00,0,1,IP2,390.300,Col. traseira c/veic. em mov.,Beja 2004.pdf
Beja,2004,Cuba,2004-10-30,12:05:00,0,1,EN258-1,5.023,Despiste simples,Beja 2004.pdf
Beja,2004,Cuba,2004-11-22,00:00:00,0,1,EN387,22.600,Colisão frontal,Beja 2004.pdf
Beja,2004,Cuba,2004-07-21,15:50:00,0,1,EN387,16.900,Despiste simples,Beja 2004.pdf
Beja,2004,Fer. do Alentejo,2004-06-07,18:40:00,0,1,ER267,117.200,Desp.c/colisão c/veíc.imob./obst.,Beja 2004.pdf
Beja,2004,Fer. do Alentejo,2004-04-03,16:40:00,0,2,A2,139.225,Despiste c/capotamento,Beja 2004.pdf
Braga,2004,Amares,2004-02-29,01:50:00,2,1,EN205,47.488,Despiste simples,Braga 2004.pdf
Braga,2004,Amares,2004-03-17,07:45:00,0,1,EN205,44.700,Col. lat. c/veic. em mov.,Braga 2004.pdf
Braga,2004,Amares,2004-08-07,08:20:00,1,0,EN205,46.850,Despiste simples,Braga 2004.pdf
Braga,2004,Amares,2004-08-25,20:20:00,0,1,EM,,Atropelamento com fuga,Braga 2004.pdf
Braga,2004,Amares,2004-07-25,05:20:00,0,1,EN205,48.250,Despiste c/capotamento,Braga 2004.pdf
Braga,2004,Amares,2004-06-11,14:15:00,1,1,EN205,51.250,Atropelamento de peões,Braga 2004.pdf
Braga,2004,Amares,2004-04-03,13:00:00,0,1,ER205-5,0.001,Atropelamento de peões,Braga 2004.pdf
Braga,2004,Amares,2004-11-27,10:35:00,0,1,Lugar Anjo da Guarda,,Desp.c/colisão c/veíc.imob./obst.,Braga 2004.pdf
Braga,2004,Amares,2004-11-29,15:00:00,0,1,EN205,50.050,Colisão frontal,Braga 2004.pdf
Braga,2004,Amares,2004-12-24,15:40:00,1,0,EN205,44.700,Atropelamento de peões,Braga 2004.pdf
Braga,2004,Amares,2004-12-23,18:00:00,0,1,R. Cintura/Av. Sto. António,,Colisão frontal,Braga 2004.pdf
Braga,2004,Amares,2004-12-15,16:30:00,0,1,EN205,44.800,Colisão frontal,Braga 2004.pdf
Braga,2004,Amares,2004-01-28,16:50:00,0,1,EN308,52.800,Colisão frontal,Braga 2004.pdf
Braga,2004,Barcelos,2004-08-28,22:00:00,1,0,EN306,50.900,Atropelamento de peões,Braga 2004.pdf
Braga,2004,Barcelos,2004-08-11,11:40:00,0,1,EN204,16.400,Colisão frontal,Braga 2004.pdf
Braga,2004,Barcelos,2004-08-16,06:45:00,0,1,A3,54.200,Desp. c/transp. disp. ret. lateral,Braga 2004.pdf
Braga,2004,Barcelos,2004-09-14,14:45:00,0,1,EN306,65.970,Atropelamento de peões,Braga 2004.pdf
Braga,2004,Barcelos,2004-09-22,19:50:00,0,1,EN205,26.400,Col. lat. c/veic. em mov.,Braga 2004.pdf
Braga,2004,Barcelos,2004-09-22,17:30:00,0,1,EN205,19.700,Col. lat. c/veic. em mov.,Braga 2004.pdf
Braga,2004,Barcelos,2004-11-01,13:30:00,0,1,EN205-2,32.900,Despiste simples,Braga 2004.pdf
Braga,2004,Barcelos,2004-11-28,03:00:00,0,1,EM505,,Atropelamento de peões,Braga 2004.pdf
Braga,2004,Barcelos,2004-11-24,18:10:00,0,1,EN205,12.779,Col. lat. c/veic. em mov.,Braga 2004.pdf
Braga,2004,Barcelos,2004-12-20,15:00:00,1,0,EM,0.000,Despiste simples,Braga 2004.pdf
Braga,2004,Barcelos,2004-12-18,11:50:00,0,1,EN308,10.350,Col. lat. c/veic. em mov.,Braga 2004.pdf
Braga,2004,Barcelos,2004-12-21,17:58:00,0,1,EN204,32.000,Colisão frontal,Braga 2004.pdf
Braga,2004,Barcelos,2004-12-16,18:00:00,0,1,EN103,31.200,Colisão frontal,Braga 2004.pdf
Braga,2004,Barcelos,2004-12-23,19:35:00,0,1,EN204,30.386,Colisão frontal,Braga 2004.pdf
Braga,2004,Barcelos,2004-12-11,18:30:00,0,1,Lugar Igreja,,Colisão frontal,Braga 2004.pdf
Braga,2004,Barcelos,2004-11-12,00:15:00,0,2,Av. Pontes,,Colisão frontal,Braga 2004.pdf
Braga,2004,Barcelos,2004-01-05,15:40:00,0,1,EN205,11.800,Col. lat. c/veic. em mov.,Braga 2004.pdf
Braga,2004,Barcelos,2004-03-16,19:20:00,0,1,EM,,Desp.c/colisão c/veíc.imob./obst.,Braga 2004.pdf
Braga,2004,Barcelos,2004-03-21,02:30:00,0,2,EN103,8.300,Despiste c/capotamento,Braga 2004.pdf
Braga,2004,Barcelos,2004-03-26,17:15:00,0,1,EN204,23.353,Col. lat. c/veic. em mov.,Braga 2004.pdf
Braga,2004,Barcelos,2004-03-15,21:00:00,0,1,EM,,Atropelamento de peões,Braga 2004.pdf
Braga,2004,Barcelos,2004-03-08,19:15:00,0,1,EN305,39.690,Atropelamento de peões,Braga 2004.pdf
Braga,2004,Barcelos,2004-04-16,08:10:00,1,0,EN103,7.400,Colisão frontal,Braga 2004.pdf
Braga,2004,Barcelos,2004-04-27,17:45:00,0,1,EN204,111.300,Despiste c/disp. de retenção,Braga 2004.pdf
Braga,2004,Barcelos,2004-05-30,06:45:00,0,2,EN306,50.500,Colisão frontal,Braga 2004.pdf
Braga,2004,Barcelos,2004-05-16,06:00:00,0,1,EN205,10.950,Desp.c/colisão c/veíc.imob./obst.,Braga 2004.pdf
Braga,2004,Barcelos,2004-05-16,22:30:00,0,1,EN205,28.300,Col. traseira c/veic. em mov.,Braga 2004.pdf
Braga,2004,Barcelos,2004-06-25,16:30:00,2,0,EN103,21.500,Colisão frontal,Braga 2004.pdf
Braga,2004,Barcelos,2004-06-24,08:05:00,0,1,EN103,13.600,Col. lat. c/veic. em mov.,Braga 2004.pdf
Braga,2004,Barcelos,2004-07-03,23:00:00,2,0,EM544,,Despiste simples,Braga 2004.pdf
Braga,2004,Barcelos,2004-08-17,18:30:00,2,0,EN103,18.250,Col. lat. c/veic. em mov.,Braga 2004.pdf
Braga,2004,Braga,2004-08-14,21:30:00,1,0,Av. Pe. Júlio Fragata,,Atropelamento de peões,Braga 2004.pdf
Braga,2004,Braga,2004-07-31,11:00:00,0,1,R. Cons.. Bento Miguel,,Atropelamento de peões,Braga 2004.pdf
Braga,2004,Braga,2004-07-27,22:45:00,0,1,R. Feira/R. S. Martinho,,Col. lat. c/veic. em mov.,Braga 2004.pdf
Braga,2004,Braga,2004-07-20,17:00:00,0,1,EN101,,Despiste c/capotamento,Braga 2004.pdf
Braga,2004,Braga,2004-07-17,06:20:00,0,1,Av. António Macedo,,Despiste c/capotamento,Braga 2004.pdf
Braga,2004,Braga,2004-08-28,22:30:00,0,1,EN205-4,,Despiste simples,Braga 2004.pdf
Braga,2004,Braga,2004-08-28,21:00:00,0,1,EM563,,Col. lat. c/veic. em mov.,Braga 2004.pdf
Braga,2004,Braga,2004-08-01,02:00:00,0,2,EM,,Atropelamento de peões,Braga 2004.pdf
Braga,2004,Braga,2004-07-05,23:15:00,0,1,EN205-4,12.500,Despiste simples,Braga 2004.pdf
Braga,2004,Braga,2004-07-14,13:30:00,0,1,EN205-4,9.150,Col. lat. c/veic. em mov.,Braga 2004.pdf
Braga,2004,Braga,2004-07-07,08:45:00,1,1,VAR-FOJO,,Col. traseira c/veic. em mov.,Braga 2004.pdf
Braga,2004,Braga,2004-06-10,09:30:00,0,1,EM,,Desp.c/colisão c/veíc.imob./obst.,Braga 2004.pdf
Braga,2004,Braga,2004-06-07,13:15:00,0,1,EN103,42.800,Col. lat. c/veic. em mov.,Braga 2004.pdf
Bragança,2004,Alfândega da Fé,2004-06-10,21:30:00,0,1,R. Cabecinho,,Atropelamento de peões,Bragança 2004.pdf
Bragança,2004,Alfândega da Fé,2004-04-03,14:50:00,0,1,EN315,65.930,Atropelamento de peões,Bragança 2004.pdf
Bragança,2004,Bragança,2004-09-29,10:15:00,0,1,Av. Cantárias,,Col. c/veic. ou obst. faixa rod.,Bragança 2004.pdf
Bragança,2004,Bragança,2004-05-14,19:30:00,0,1,R. António Carlos Alves,,Desp.c/colisão c/veíc.imob./obst.,Bragança 2004.pdf
Bragança,2004,Bragança,2004-03-05,17:10:00,0,1,Rotunda Flor Ponte,,Atropelamento de peões,Bragança 2004.pdf
Bragança,2004,Bragança,2004-01-30,20:30:00,0,1,Av. Sá Carneiro,,Atropelamento de peões,Bragança 2004.pdf
Bragança,2004,Bragança,2004-02-08,12:50:00,0,2,Av. Das Forças Armadas,,Col. lat. c/veic. em mov.,Bragança 2004.pdf
Bragança,2004,Bragança,2004-07-30,13:25:00,1,2,Av. Povillons Bois,,Atropelamento de peões,Bragança 2004.pdf
Bragança,2004,Bragança,2004-10-27,20:30:00,0,1,R. D. Sancho I,,Despiste s/disp. de retenção,Bragança 2004.pdf
Bragança,2004,Bragança,2004-04-18,17:30:00,0,1,EN15,217.000,Despiste simples,Bragança 2004.pdf
Bragança,2004,Bragança,2004-03-01,18:00:00,0,1,EN308,302.800,Atropelamento de peões,Bragança 2004.pdf
Bragança,2004,Bragança,2004-02-22,02:00:00,0,1,EN308,18.000,Desp.c/colisão c/veíc.imob./obst.,Bragança 2004.pdf
Bragança,2004,Bragança,2004-12-23,04:00:00,0,1,R.Terra Fria,,Desp.c/colisão c/veíc.imob./obst.,Bragança 2004.pdf
Bragança,2004,Bragança,2004-12-29,15:10:00,0,1,R.ENG. A. Amaro da Costa,,Atropelamento de peões,Bragança 2004.pdf
Bragança,2004,Bragança,2004-05-02,20:00:00,0,1,R. do Felgar,,Atropelamento de peões,Bragança 2004.pdf
Bragança,2004,Bragança,2004-06-27,16:55:00,0,1,IP4,202.300,Despiste c/capotamento,Bragança 2004.pdf
Bragança,2004,Bragança,2004-06-28,15:00:00,0,1,EN15,243.550,Desp.c/colisão c/veíc.imob./obst.,Bragança 2004.pdf
Bragança,2004,Bragança,2004-07-08,12:10:00,0,1,Av. Cantárias,,Col. lat. c/veic. em mov.,Bragança 2004.pdf
Bragança,2004,Bragança,2004-08-29,18:15:00,1,0,EM1319,,Colisão frontal,Bragança 2004.pdf
Bragança,2004,Bragança,2004-08-26,18:00:00,0,1,IP4,190.800,Col. c/veic. ou obst. faixa rod.,Bragança 2004.pdf
Bragança,2004,Bragança,2004-08-20,17:15:00,0,1,R. das Paredes,,Colisão frontal,Bragança 2004.pdf
Bragança,2004,Bragança,2004-11-01,22:30:00,0,1,EN218,28.300,Despiste c/capotamento,Bragança 2004.pdf
Bragança,2004,Bragança,2004-12-24,18:00:00,0,1,Terra Batida,,Despiste c/capotamento,Bragança 2004.pdf
Bragança,2004,Car. de Ansiães,2004-02-28,22:00:00,1,0,EN214,16.110,Despiste c/capotamento,Bragança 2004.pdf
Bragança,2004,Car. de Ansiães,2004-03-20,16:47:00,0,1,0,,Despiste simples,Bragança 2004.pdf
Bragança,2004,Cavaleiros,2004-06-26,16:50:00,0,1,IP5,171.850,Despiste c/capotamento,Bragança 2004.pdf
Bragança,2004,Cavaleiros,2004-01-02,15:45:00,0,1,EN216,,Atropelamento de peões,Bragança 2004.pdf
Bragança,2004,Cavaleiros,2004-02-16,17:30:00,1,1,IP4,181.208,Col. lat. c/veic. em mov.,Bragança 2004.pdf
Bragança,2004,Cavaleiros,2004-04-10,14:25:00,0,1,R. Viriato Martins,,Col. lat. c/veic. em mov.,Bragança 2004.pdf
Bragança,2004,Cavaleiros,2004-03-06,15:25:00,1,0,EN102,22.920,Desp. c/transp. disp. ret. lateral,Bragança 2004.pdf
Bragança,2004,Cavaleiros,2004-03-07,19:30:00,0,1,EN217,52.500,Despiste simples,Bragança 2004.pdf
Bragança,2004,Douro,2004-04-24,18:40:00,1,0,Duas Igrejas,,Col. lat. c/veic. em mov.,Bragança 2004.pdf
Bragança,2004,Douro,2004-08-23,04:30:00,0,1,EM569,,Despiste s/disp. de retenção,Bragança 2004.pdf
Bragança,2004,Mirandela,2004-10-09,14:55:00,1,0,EM,,Colisão frontal,Bragança 2004.pdf
Bragança,2004,Mirandela,2004-08-08,13:00:00,1,0,IP4,168.400,Despiste c/disp. de retenção,Bragança 2004.pdf
Bragança,2004,Mirandela,2004-08-12,13:30:00,0,1,EN213,65.130,Colisão frontal,Bragança 2004.pdf
Bragança,2004,Mirandela,2004-09-28,11:45:00,1,0,IP4,164.600,Colisão frontal,Bragança 2004.pdf
Bragança,2004,Mirandela,2004-07-04,23:05:00,1,0,IP4,165.954,Atropelamento de peões,Bragança 2004.pdf
Bragança,2004,Mirandela,2004-05-05,16:00:00,1,0,IP4,166.120,Colisão frontal,Bragança 2004.pdf
Bragança,2004,Mirandela,2004-01-27,13:00:00,1,0,EM1086,,Despiste simples,Bragança 2004.pdf
Bragança,2004,Mirandela,2004-02-06,10:00:00,0,1,EN206-1,14.650,Col. lat. c/veic. em mov.,Bragança 2004.pdf
Bragança,2004,Mirandela,2004-06-20,10:15:00,1,0,EN213,55.300,Colisão frontal,Bragança 2004.pdf
Bragança,2004,Mogadouro,2004-08-09,17:30:00,0,2,EN221,28.800,Despiste c/capotamento,Bragança 2004.pdf
Bragança,2004,Mogadouro,2004-01-22,17:50:00,0,1,EN221,40.900,Col. lat. c/veic. em mov.,Bragança 2004.pdf
Bragança,2004,Moncorvo,2004-08-08,19:15:00,1,3,EN220,15.000,Colisão frontal,Bragança 2004.pdf
Bragança,2004,Moncorvo,2004-07-29,12:50:00,0,1,EN220,16.560,Despiste simples,Bragança 2004.pdf
Bragança,2004,Moncorvo,2004-01-28,09:55:00,0,1,EN220,32.300,Despiste c/capotamento,Bragança 2004.pdf
Bragança,2004,Moncorvo,2004-05-24,10:35:00,0,2,EN102,47.032,Colisão frontal,Bragança 2004.pdf
Bragança,2004,Moncorvo,2004-06-18,19:45:00,0,1,EN220,9.650,Despiste simples,Bragança 2004.pdf
Castelo Branco,2004,Belmonte,2004-11-11,13:45:00,1,0,EN345,9.400,Atrop. de peões,Castelo Branco 2004.pdf
Castelo Branco,2004,Belmonte,2004-01-14,08:35:00,0,1,EN345,1.020,Colisão frontal,Castelo Branco 2004.pdf
Castelo Branco,2004,Belmonte,2004-02-02,19:00:00,1,0,EN345,6.900,Col. lat. c/ veíc. em mov.,Castelo Branco 2004.pdf
Castelo Branco,2004,C. Branco,2004-09-24,18:30:00,0,1,Av. Gen. Humberto Delgado,,Atrop. de peões,Castelo Branco 2004.pdf
Castelo Branco,2004,C. Branco,2004-04-06,08:00:00,0,1,R. Marquês de Pombal,,Atrop. de peões,Castelo Branco 2004.pdf
Castelo Branco,2004,C. Branco,2004-04-18,13:25:00,0,1,R. Dr. Miguel Lopes,,Atrop. de peões,Castelo Branco 2004.pdf
Castelo Branco,2004,C. Branco,2004-12-10,08:15:00,0,1,R. Eng. Pires Marques,,Atrop. de peões,Castelo Branco 2004.pdf
Castelo Branco,2004,C. Branco,2004-11-27,18:50:00,1,0,Rua Principal,,Atrop. de peões,Castelo Branco 2004.pdf
Castelo Branco,2004,C. Branco,2004-08-06,09:30:00,0,1,R.Bartolomeu Sousa Mexias,,Atrop. de peões,Castelo Branco 2004.pdf
Castelo Branco,2004,C. Branco,2004-09-26,06:45:00,0,1,Estr. da República,,Atrop. de peões,Castelo Branco 2004.pdf
