year,title,url,filename,extension,is_annex_xlsx
2013,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Portalegre 2013- vítimas a 24 horas.pdf,Portalegre 2013- vítimas a 24 horas.pdf,pdf,False
2013,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Porto 2013- vítimas a 24 horas.pdf,Porto 2013- vítimas a 24 horas.pdf,pdf,False
2013,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Santarém 2013- vítimas a 24 horas.pdf,Santarém 2013- vítimas a 24 horas.pdf,pdf,False
2013,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Setúbal 2013- vítimas a 24 horas.pdf,Setúbal 2013- vítimas a 24 horas.pdf,pdf,False
2013,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Vianado Castelo 2013- vítimas a 24 horas.pdf,Vianado Castelo 2013- vítimas a 24 horas.pdf,pdf,False
2013,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Vila Real 2013- vítimas a 24 horas.pdf,Vila Real 2013- vítimas a 24 horas.pdf,pdf,False
2013,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Viseu 2013- vítimas a 24 horas.pdf,Viseu 2013- vítimas a 24 horas.pdf,pdf,False
2013,Relatório Nacional Anual,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 24 horas/Relatório Nacional Anual 2013- Vítimas a 24 horas.pdf,Relatório Nacional Anual 2013- Vítimas a 24 horas.pdf,pdf,False
2013,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Aveiro 2013- vítimas a 30 dias.pdf,Aveiro 2013- vítimas a 30 dias.pdf,pdf,False
2013,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Beja 2013- vítimas a 30 dias.pdf,Beja 2013- vítimas a 30 dias.pdf,pdf,False
2013,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Braga 2013- vítimas a 30 dias.pdf,Braga 2013- vítimas a 30 dias.pdf,pdf,False
2013,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Bragança 2013- vítimas a 30 dias.pdf,Bragança 2013- vítimas a 30 dias.pdf,pdf,False
2013,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Castelo Branco 2013- vítimas a 30 dias.pdf,Castelo Branco 2013- vítimas a 30 dias.pdf,pdf,False
2013,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Coimbra 2013- vítimas a 30 dias.pdf,Coimbra 2013- vítimas a 30 dias.pdf,pdf,False
2013,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Évora 2013- vítimas a 30 dias.pdf,Évora 2013- vítimas a 30 dias.pdf,pdf,False
2013,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Faro 2013- vítimas a 30 dias.pdf,Faro 2013- vítimas a 30 dias.pdf,pdf,False
2013,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Guarda 2013- vítimas a 30 dias.pdf,Guarda 2013- vítimas a 30 dias.pdf,pdf,False
2013,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Leiria 2013- vítimas a 30 dias.pdf,Leiria 2013- vítimas a 30 dias.pdf,pdf,False
2013,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Lisboa 2013- vítimas a 30 dias.pdf,Lisboa 2013- vítimas a 30 dias.pdf,pdf,False
2013,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Portalegre 2013- vítimas a 30 dias.pdf,Portalegre 2013- vítimas a 30 dias.pdf,pdf,False
2013,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Porto 2013- vítimas a 30 dias.pdf,Porto 2013- vítimas a 30 dias.pdf,pdf,False
2013,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Santarém 2013- vítimas a 30 dias.pdf,Santarém 2013- vítimas a 30 dias.pdf,pdf,False
2013,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Setúbal 2013- vítimas a 30 dias.pdf,Setúbal 2013- vítimas a 30 dias.pdf,pdf,False
2013,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Viana do Castelo 2013- vítimas a 30 dias.pdf,Viana do Castelo 2013- vítimas a 30 dias.pdf,pdf,False
2013,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Vila Real 2013- vítimas a 30 dias.pdf,Vila Real 2013- vítimas a 30 dias.pdf,pdf,False
2013,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Viseu 2013- vítimas a 30 dias.pdf,Viseu 2013- vítimas a 30 dias.pdf,pdf,False
2013,Relatório Nacional Anual,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2013/Relatório Anual- Vítimas a 30 dias/Relatório Nacional Anual 2013- Vítimas a 30 dias.pdf,Relatório Nacional Anual 2013- Vítimas a 30 dias.pdf,pdf,False
2012,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Aveiro 2012- vítimas a 24 horas.pdf,Aveiro 2012- vítimas a 24 horas.pdf,pdf,False
2012,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Beja 2012- vítimas a 24 horas.pdf,Beja 2012- vítimas a 24 horas.pdf,pdf,False
2012,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Braga 2012- vítimas a 24 horas.pdf,Braga 2012- vítimas a 24 horas.pdf,pdf,False
2012,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Bragança 2012- vítimas a 24 horas.pdf,Bragança 2012- vítimas a 24 horas.pdf,pdf,False
2012,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Castelo Branco 2012- vítimas a 24 horas.pdf,Castelo Branco 2012- vítimas a 24 horas.pdf,pdf,False
2012,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Coimbra 2012- vítimas a 24 horas.pdf,Coimbra 2012- vítimas a 24 horas.pdf,pdf,False
2012,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Évora 2012- vítimas a 24 horas.pdf,Évora 2012- vítimas a 24 horas.pdf,pdf,False
2012,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Faro 2012- vítimas a 24 horas.pdf,Faro 2012- vítimas a 24 horas.pdf,pdf,False
2012,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Guarda 2012- vítimas a 24 horas.pdf,Guarda 2012- vítimas a 24 horas.pdf,pdf,False
2012,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Leiria 2012- vítimas a 24 horas.pdf,Leiria 2012- vítimas a 24 horas.pdf,pdf,False
2012,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Lisboa 2012- vítimas a 24 horas.pdf,Lisboa 2012- vítimas a 24 horas.pdf,pdf,False
2012,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Portalegre 2012- vítimas a 24 horas.pdf,Portalegre 2012- vítimas a 24 horas.pdf,pdf,False
2012,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Porto 2012- vítimas a 24 horas.pdf,Porto 2012- vítimas a 24 horas.pdf,pdf,False
2012,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Santarém 2012- vítimas a 24 horas.pdf,Santarém 2012- vítimas a 24 horas.pdf,pdf,False
2012,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Setúbal 2012- vítimas a 24 horas.pdf,Setúbal 2012- vítimas a 24 horas.pdf,pdf,False
2012,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Viana do Castelo 2012- vítimas a 24 horas.pdf,Viana do Castelo 2012- vítimas a 24 horas.pdf,pdf,False
2012,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Vila Real 2012- vítimas a 24 horas.pdf,Vila Real 2012- vítimas a 24 horas.pdf,pdf,False
2012,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Viseu  2012- vítimas a 24 horas.pdf,Viseu  2012- vítimas a 24 horas.pdf,pdf,False
2012,Relatório Nacional Anual,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 24 horas/Relatório Nacional Anual 2012- Vítimas a 24 horas.pdf,Relatório Nacional Anual 2012- Vítimas a 24 horas.pdf,pdf,False
2012,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Aveiro 2012- vítimas a 30 dias.pdf,Aveiro 2012- vítimas a 30 dias.pdf,pdf,False
2012,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Beja 2012- vítimas a 30 dias.pdf,Beja 2012- vítimas a 30 dias.pdf,pdf,False
2012,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Braga 2012- vítimas a 30 dias.pdf,Braga 2012- vítimas a 30 dias.pdf,pdf,False
2012,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Bragança 2012- vítimas a 30 dias.pdf,Bragança 2012- vítimas a 30 dias.pdf,pdf,False
2012,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Castelo Branco 2012- vítimas a 30 dias.pdf,Castelo Branco 2012- vítimas a 30 dias.pdf,pdf,False
2012,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Coimbra 2012- vítimas a 30 dias.pdf,Coimbra 2012- vítimas a 30 dias.pdf,pdf,False
2012,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Évora 2012- vítimas a 30 dias.pdf,Évora 2012- vítimas a 30 dias.pdf,pdf,False
2012,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Faro 2012- vítimas a 30 dias.pdf,Faro 2012- vítimas a 30 dias.pdf,pdf,False
2012,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Guarda 2012- vítimas a 30 dias.pdf,Guarda 2012- vítimas a 30 dias.pdf,pdf,False
2012,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Leiria 2012- vítimas a 30 dias.pdf,Leiria 2012- vítimas a 30 dias.pdf,pdf,False
2012,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Portalegre 2012- vítimas a 30 dias.pdf,Portalegre 2012- vítimas a 30 dias.pdf,pdf,False
2012,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Porto 2012- vítimas a 30 dias.pdf,Porto 2012- vítimas a 30 dias.pdf,pdf,False
2012,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Santarém 2012- vítimas a 30 dias.pdf,Santarém 2012- vítimas a 30 dias.pdf,pdf,False
2012,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Setúbal 2012- vítimas a 30 dias.pdf,Setúbal 2012- vítimas a 30 dias.pdf,pdf,False
2012,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Viana do Castelo 2012- vítimas a 30 dias.pdf,Viana do Castelo 2012- vítimas a 30 dias.pdf,pdf,False
2012,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Vila Real 2012- vítimas a 30 dias.pdf,Vila Real 2012- vítimas a 30 dias.pdf,pdf,False
2012,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Viseu 2012- vítimas a 30 dias.pdf,Viseu 2012- vítimas a 30 dias.pdf,pdf,False
2012,Relatório Nacional Anual,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Relatório Nacional Anual 2012- Vítimas a 30 dias.pdf,Relatório Nacional Anual 2012- Vítimas a 30 dias.pdf,pdf,False
2012,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2012/Relatório Anual- Vítimas a 30 dias/Lisboa_30D_2012.pdf,Lisboa_30D_2012.pdf,pdf,False
2011,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Aveiro 2011- vítimas a 24 horas.pdf,Aveiro 2011- vítimas a 24 horas.pdf,pdf,False
2011,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Beja 2011- vítimas a 24 horas.pdf,Beja 2011- vítimas a 24 horas.pdf,pdf,False
2011,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Braga 2011- vítimas a 24 horas.pdf,Braga 2011- vítimas a 24 horas.pdf,pdf,False
2011,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Bragança 2011- vítimas a 24 horas.pdf,Bragança 2011- vítimas a 24 horas.pdf,pdf,False
2011,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Castelo Branco 2011- vítimas a 24 horas.pdf,Castelo Branco 2011- vítimas a 24 horas.pdf,pdf,False
2011,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Coimbra 2011- vítimas a 24 horas.pdf,Coimbra 2011- vítimas a 24 horas.pdf,pdf,False
2011,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Évora 2011- vítimas a 24 horas.pdf,Évora 2011- vítimas a 24 horas.pdf,pdf,False
2011,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Faro 2011- vítimas a 24 horas.pdf,Faro 2011- vítimas a 24 horas.pdf,pdf,False
2011,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Guarda 2011- vítimas a 24 horas.pdf,Guarda 2011- vítimas a 24 horas.pdf,pdf,False
2011,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Leiria 2011- vítimas a 24 horas.pdf,Leiria 2011- vítimas a 24 horas.pdf,pdf,False
2011,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Lisboa 2011- vítimas a 24 horas.pdf,Lisboa 2011- vítimas a 24 horas.pdf,pdf,False
2011,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Portalegre 2011- vítimas a 24 horas.pdf,Portalegre 2011- vítimas a 24 horas.pdf,pdf,False
2011,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Porto 2011- vítimas a 24 horas.pdf,Porto 2011- vítimas a 24 horas.pdf,pdf,False
2011,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Santarém 2011- vítimas a 24 horas.pdf,Santarém 2011- vítimas a 24 horas.pdf,pdf,False
2011,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Setúbal 2011- vítimas a 24 horas.pdf,Setúbal 2011- vítimas a 24 horas.pdf,pdf,False
2011,Viana do Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Vianado Castelo 2011- vítimas a 24 horas.pdf,Vianado Castelo 2011- vítimas a 24 horas.pdf,pdf,False
2011,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Vila Real 2011- vítimas a 24 horas.pdf,Vila Real 2011- vítimas a 24 horas.pdf,pdf,False
2011,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Viseu 2011- vítimas a 24 horas.pdf,Viseu 2011- vítimas a 24 horas.pdf,pdf,False
2011,Relatório Nacional Anual,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 24 horas/Relatório Nacional Anual 2011- Vítimas a 24 horas.pdf,Relatório Nacional Anual 2011- Vítimas a 24 horas.pdf,pdf,False
2011,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Aveiro 2011- vítimas a 30 dias.pdf,Aveiro 2011- vítimas a 30 dias.pdf,pdf,False
2011,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Beja 2011- vítimas a 30 dias.pdf,Beja 2011- vítimas a 30 dias.pdf,pdf,False
2011,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Braga 2011- vítimas a 30 dias.pdf,Braga 2011- vítimas a 30 dias.pdf,pdf,False
2011,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Bragança 2011- vítimas a 30 dias.pdf,Bragança 2011- vítimas a 30 dias.pdf,pdf,False
2011,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Castelo Branco 2011- vítimas a 30 dias.pdf,Castelo Branco 2011- vítimas a 30 dias.pdf,pdf,False
2011,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Coimbra 2011- vítimas a 30 dias.pdf,Coimbra 2011- vítimas a 30 dias.pdf,pdf,False
2011,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Évora 2011- vítimas a 30 dias.pdf,Évora 2011- vítimas a 30 dias.pdf,pdf,False
2011,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Faro 2011- vítimas a 30 dias.pdf,Faro 2011- vítimas a 30 dias.pdf,pdf,False
2011,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Guarda 2011- vítimas a 30 dias.pdf,Guarda 2011- vítimas a 30 dias.pdf,pdf,False
2011,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Leiria 2011- vítimas a 30 dias.pdf,Leiria 2011- vítimas a 30 dias.pdf,pdf,False
2011,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Lisboa 2011- vítimas a 30 dias.pdf,Lisboa 2011- vítimas a 30 dias.pdf,pdf,False
2011,Portalegre,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Portalegre 2011- vítimas a 30 dias.pdf,Portalegre 2011- vítimas a 30 dias.pdf,pdf,False
2011,Porto,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Porto 2011- vítimas a 30 dias.pdf,Porto 2011- vítimas a 30 dias.pdf,pdf,False
2011,Santarém,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Santarém 2011- vítimas a 30 dias.pdf,Santarém 2011- vítimas a 30 dias.pdf,pdf,False
2011,Setúbal,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Setúbal 2011- vítimas a 30 dias.pdf,Setúbal 2011- vítimas a 30 dias.pdf,pdf,False
2011,Viana Castelo,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Viana Castelo 2011- vítimas a 30 dias.pdf,Viana Castelo 2011- vítimas a 30 dias.pdf,pdf,False
2011,Vila Real,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Vila Real 2011- vítimas a 30 dias.pdf,Vila Real 2011- vítimas a 30 dias.pdf,pdf,False
2011,Viseu,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Viseu 2011- vítimas a 30 dias.pdf,Viseu 2011- vítimas a 30 dias.pdf,pdf,False
2011,Relatório Nacional Anual,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2011/Relatório Anual- Vítimas a 30 dias/Relatório Nacional Anual 2011- Vítimas a 30 dias.pdf,Relatório Nacional Anual 2011- Vítimas a 30 dias.pdf,pdf,False
2010,Aveiro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Aveiro 2010- vítimas a 30 dias.pdf,Aveiro 2010- vítimas a 30 dias.pdf,pdf,False
2010,Beja,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Beja 2010- vítimas a 30 dias.pdf,Beja 2010- vítimas a 30 dias.pdf,pdf,False
2010,Braga,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Braga 2010- vítimas a 30 dias.pdf,Braga 2010- vítimas a 30 dias.pdf,pdf,False
2010,Bragança,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Bragança 2010- vítimas a 30 dias.pdf,Bragança 2010- vítimas a 30 dias.pdf,pdf,False
2010,Castelo Branco,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Castelo Branco 2010- vítimas a 30 dias.pdf,Castelo Branco 2010- vítimas a 30 dias.pdf,pdf,False
2010,Coimbra,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Coimbra 2010- vítimas a 30 dias.pdf,Coimbra 2010- vítimas a 30 dias.pdf,pdf,False
2010,Évora,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Évora 2010- vítimas a 30 dias.pdf,Évora 2010- vítimas a 30 dias.pdf,pdf,False
2010,Faro,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Faro 2010- vítimas a 30 dias.pdf,Faro 2010- vítimas a 30 dias.pdf,pdf,False
2010,Guarda,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Guarda 2010- vítimas a 30 dias.pdf,Guarda 2010- vítimas a 30 dias.pdf,pdf,False
2010,Leiria,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Leiria 2010- vítimas a 30 dias.pdf,Leiria 2010- vítimas a 30 dias.pdf,pdf,False
2010,Lisboa,http://www.ansr.pt/Estatisticas/RelatoriosDeSinistralidade/Documents/2010/Relatório Anual- Vítimas a 30 dias/Lisboa 2010- vítimas a 30 dias.pdf,Lisboa 2010- vítimas a 30 dias.pdf,pdf,False
