distrito,ano,concelho,acidentes_com_vitimas,vitimas_mortais,feridos_graves,feridos_leves,total_vitimas,indice_gravidade,source_file
Castelo Branco,2005,Castelo Branco,175,7,28,199,234,4.0,Castelo Branco 2005.pdf
Castelo Branco,2005,Covilhã,177,2,21,212,235,1.1,Castelo Branco 2005.pdf
Castelo Branco,2005,Fundão,95,5,11,110,126,5.3,Castelo Branco 2005.pdf
Castelo Branco,2005,Idanha-a-Nova,33,4,10,28,42,12.1,Castelo Branco 2005.pdf
Castelo Branco,2005,Oleiros,21,4,5,18,27,19.0,Castelo Branco 2005.pdf
Castelo Branco,2005,Penamacor,18,0,3,23,26,0.0,Castelo Branco 2005.pdf
Castelo Branco,2005,Proença-a-Nova,29,2,12,37,51,6.9,Castelo Branco 2005.pdf
Castelo Branco,2005,Sertã,81,4,15,90,109,4.9,Castelo Branco 2005.pdf
Castelo Branco,2005,Vila de Rei,13,0,4,19,23,0.0,Castelo Branco 2005.pdf
Castelo Branco,2005,Vila V.de Rodão,23,1,2,34,37,4.3,Castelo Branco 2005.pdf
Coimbra,2005,Arganil,37,3,2,41,46,8.1,Coimbra 2005.pdf
Coimbra,2005,Cantanhede,220,12,12,272,296,5.5,Coimbra 2005.pdf
Coimbra,2005,Coimbra,703,8,31,867,906,1.1,Coimbra 2005.pdf
Coimbra,2005,Condeixa-a-Nova,97,2,4,130,136,2.1,Coimbra 2005.pdf
Coimbra,2005,Figueira da Foz,326,17,13,413,443,5.2,Coimbra 2005.pdf
Coimbra,2005,Góis,17,2,1,19,22,11.8,Coimbra 2005.pdf
Coimbra,2005,Lousã,90,0,7,117,124,0.0,Coimbra 2005.pdf
Coimbra,2005,Mira,63,2,1,78,81,3.2,Coimbra 2005.pdf
Coimbra,2005,Miranda do Corvo,49,1,2,67,70,2.0,Coimbra 2005.pdf
Coimbra,2005,M.-o-Velho,146,1,7,182,190,0.7,Coimbra 2005.pdf
Coimbra,2005,Oliveira do Hospital,94,4,5,121,130,4.3,Coimbra 2005.pdf
Coimbra,2005,Pampilhosa da Serra,11,2,1,10,13,18.2,Coimbra 2005.pdf
Coimbra,2005,Penacova,92,3,2,132,137,3.3,Coimbra 2005.pdf
Coimbra,2005,Penela,33,3,4,30,37,9.1,Coimbra 2005.pdf
Coimbra,2005,Soure,107,2,3,150,155,1.9,Coimbra 2005.pdf
Coimbra,2005,Tábua,79,7,8,93,108,8.9,Coimbra 2005.pdf
Coimbra,2005,Vila Nova de Poiares,40,3,10,44,57,7.5,Coimbra 2005.pdf
Faro,2005,Albufeira,243,9,34,278,321,3.7,Faro 2005.pdf
Faro,2005,Alcoutim,17,2,1,17,20,11.8,Faro 2005.pdf
Faro,2005,Aljezur,50,1,14,53,68,2.0,Faro 2005.pdf
Faro,2005,Castro Marim,49,1,2,60,63,2.0,Faro 2005.pdf
Faro,2005,Faro,378,7,36,418,461,1.9,Faro 2005.pdf
Faro,2005,Lagoa,119,1,20,148,169,0.8,Faro 2005.pdf
Faro,2005,Lagos,126,7,26,125,158,5.6,Faro 2005.pdf
Faro,2005,Loulé,439,14,68,476,558,3.2,Faro 2005.pdf
Faro,2005,Monchique,28,1,1,31,33,3.6,Faro 2005.pdf
Faro,2005,Olhão,202,2,13,233,248,1.0,Faro 2005.pdf
Faro,2005,Portimão,254,7,20,288,315,2.8,Faro 2005.pdf
Faro,2005,S. Brás Alportel,46,0,5,50,55,0.0,Faro 2005.pdf
Faro,2005,Silves,230,12,41,274,327,5.2,Faro 2005.pdf
Faro,2005,Tavira,111,7,11,126,144,6.3,Faro 2005.pdf
Faro,2005,V. do Bispo,21,0,3,28,31,0.0,Faro 2005.pdf
Faro,2005,V. Real de Sto. António,73,3,8,88,99,4.1,Faro 2005.pdf
Guarda,2005,Aguiar da Beira,15,0,1,20,21,0.0,Guarda 2005.pdf
Guarda,2005,Almeida,26,2,5,40,47,7.7,Guarda 2005.pdf
Guarda,2005,Celorico da Beira,44,3,4,58,65,6.8,Guarda 2005.pdf
Guarda,2005,Figueira Castelo Rodrigo,14,1,1,21,23,7.1,Guarda 2005.pdf
Guarda,2005,Fornos Algodres,18,0,0,27,27,0.0,Guarda 2005.pdf
Guarda,2005,Gouveia,33,0,11,35,46,0.0,Guarda 2005.pdf
Guarda,2005,Guarda,135,2,16,152,170,1.5,Guarda 2005.pdf
Guarda,2005,Manteigas,3,0,0,6,6,0.0,Guarda 2005.pdf
Guarda,2005,Meda,18,3,5,20,28,16.7,Guarda 2005.pdf
Guarda,2005,Pinhel,40,3,10,46,59,7.5,Guarda 2005.pdf
Guarda,2005,Sabugal,39,3,3,45,51,7.7,Guarda 2005.pdf
Guarda,2005,Seia,89,1,7,102,110,1.1,Guarda 2005.pdf
Guarda,2005,Trancoso,48,1,4,58,63,2.1,Guarda 2005.pdf
Guarda,2005,V. N. Foz Côa,13,0,0,15,15,0.0,Guarda 2005.pdf
Leiria,2005,Alcobaça,338,6,31,402,439,1.8,Leiria 2005.pdf
Leiria,2005,Alvaiázere,34,2,1,40,43,5.9,Leiria 2005.pdf
Leiria,2005,Ansião,75,3,13,81,97,4.0,Leiria 2005.pdf
Leiria,2005,Batalha,102,2,4,125,131,2.0,Leiria 2005.pdf
Leiria,2005,Bombarral,63,0,3,75,78,0.0,Leiria 2005.pdf
Leiria,2005,Caldas Rainha,225,1,14,298,313,0.4,Leiria 2005.pdf
Leiria,2005,Castanheira de Pêra,11,0,1,17,18,0.0,Leiria 2005.pdf
Leiria,2005,Figueiró Vinhos,35,2,2,43,47,5.7,Leiria 2005.pdf
Leiria,2005,Leiria,738,22,62,899,983,3.0,Leiria 2005.pdf
Leiria,2005,Marinha Grande,197,2,5,256,263,1.0,Leiria 2005.pdf
Leiria,2005,Nazaré,68,4,5,79,88,5.9,Leiria 2005.pdf
Leiria,2005,Óbidos,83,2,5,117,124,2.4,Leiria 2005.pdf
Leiria,2005,Pedrógão Grande,28,2,1,35,38,7.1,Leiria 2005.pdf
Leiria,2005,Peniche,117,2,16,146,164,1.7,Leiria 2005.pdf
Leiria,2005,Pombal,411,17,44,508,569,4.1,Leiria 2005.pdf
Leiria,2005,Porto de Mós,117,4,23,137,164,3.4,Leiria 2005.pdf
Lisboa,2005,Alenquer,161,9,28,198,235,5.6,Lisboa 2005.pdf
Lisboa,2005,Amadora,383,4,20,453,477,1.0,Lisboa 2005.pdf
Lisboa,2005,Arruda Vinhos,35,1,3,41,45,2.9,Lisboa 2005.pdf
Lisboa,2005,Azambuja,120,3,15,145,163,2.5,Lisboa 2005.pdf
Lisboa,2005,Cadaval,53,1,4,58,63,1.9,Lisboa 2005.pdf
Lisboa,2005,Cascais,518,7,40,610,657,1.4,Lisboa 2005.pdf
Lisboa,2005,Lisboa,2543,37,352,2816,3205,1.5,Lisboa 2005.pdf
Lisboa,2005,Loures,632,19,65,718,802,3.0,Lisboa 2005.pdf
Lisboa,2005,Lourinhã,94,3,10,122,135,3.2,Lisboa 2005.pdf
Lisboa,2005,Mafra,270,9,36,336,381,3.3,Lisboa 2005.pdf
Lisboa,2005,Odivelas,286,2,18,348,368,0.7,Lisboa 2005.pdf
Lisboa,2005,Oeiras,538,2,21,670,693,0.4,Lisboa 2005.pdf
Lisboa,2005,Sintra,943,18,84,1147,1249,1.9,Lisboa 2005.pdf
Lisboa,2005,Sobral Monte Agraço,47,3,4,64,71,6.4,Lisboa 2005.pdf
Lisboa,2005,Torres Vedras,292,10,29,376,415,3.4,Lisboa 2005.pdf
Lisboa,2005,V. Franca Xira,388,8,37,495,540,2.1,Lisboa 2005.pdf
Portalegre,2005,Alter do Chão,11,0,1,15,16,0.0,Portalegre 2005.pdf
Portalegre,2005,Arronches,12,1,0,20,21,8.3,Portalegre 2005.pdf
Portalegre,2005,Avis,15,1,4,12,17,6.7,Portalegre 2005.pdf
Portalegre,2005,Campo Maior,19,0,5,25,30,0.0,Portalegre 2005.pdf
Portalegre,2005,Castelo de Vide,9,0,3,8,11,0.0,Portalegre 2005.pdf
Portalegre,2005,Crato,17,1,1,22,24,5.9,Portalegre 2005.pdf
Portalegre,2005,Elvas,88,5,21,102,128,5.7,Portalegre 2005.pdf
Portalegre,2005,Fronteira,11,0,1,16,17,0.0,Portalegre 2005.pdf
Portalegre,2005,Gavião,16,3,3,14,20,18.8,Portalegre 2005.pdf
Portalegre,2005,Marvão,10,1,1,9,11,10.0,Portalegre 2005.pdf
Portalegre,2005,Monforte,5,0,0,7,7,0.0,Portalegre 2005.pdf
Portalegre,2005,Nisa,32,6,9,36,51,18.8,Portalegre 2005.pdf
Portalegre,2005,Ponte de Sôr,50,8,13,48,69,16.0,Portalegre 2005.pdf
Portalegre,2005,Portalegre,53,0,6,69,75,0.0,Portalegre 2005.pdf
Portalegre,2005,Sousel,12,2,3,12,17,16.7,Portalegre 2005.pdf
Porto,2005,Amarante,163,2,23,196,221,1.2,Porto 2005.pdf
Porto,2005,Baião,49,1,6,65,72,2.0,Porto 2005.pdf
Porto,2005,Felgueiras,224,1,19,279,299,0.4,Porto 2005.pdf
Porto,2005,Gondomar,353,5,37,454,496,1.4,Porto 2005.pdf
Porto,2005,Lousada,155,9,13,188,210,5.8,Porto 2005.pdf
Porto,2005,Maia,395,5,27,488,520,1.3,Porto 2005.pdf
Porto,2005,Marco de Canaveses,131,6,7,169,182,4.6,Porto 2005.pdf
Porto,2005,Matosinhos,461,5,39,551,595,1.1,Porto 2005.pdf
Porto,2005,Paços Ferreira,156,6,6,181,193,3.8,Porto 2005.pdf
Porto,2005,Paredes,277,9,27,341,377,3.2,Porto 2005.pdf
Porto,2005,Penafiel,281,6,27,395,428,2.1,Porto 2005.pdf
Porto,2005,Porto,883,13,32,1086,1131,1.5,Porto 2005.pdf
Porto,2005,Povoa Varzim,221,8,12,284,304,3.6,Porto 2005.pdf
Porto,2005,Santo Tirso,221,4,34,276,314,1.8,Porto 2005.pdf
Porto,2005,Trofa,139,3,6,180,189,2.2,Porto 2005.pdf
Porto,2005,Valongo,222,6,18,289,313,2.7,Porto 2005.pdf
Porto,2005,Vila do Conde,293,12,26,359,397,4.1,Porto 2005.pdf
Porto,2005,V. Nova de Gaia,754,10,41,946,997,1.3,Porto 2005.pdf
Santarém,2005,Abrantes,145,7,26,166,199,4.8,Santarém 2005.pdf
Santarém,2005,Alcanena,64,3,5,79,87,4.7,Santarém 2005.pdf
Santarém,2005,Almeirim,102,5,10,120,135,4.9,Santarém 2005.pdf
Santarém,2005,Alpiarça,39,0,2,48,50,0.0,Santarém 2005.pdf
Santarém,2005,Benavente,181,15,29,229,273,8.3,Santarém 2005.pdf
Santarém,2005,Cartaxo,133,4,19,177,200,3.0,Santarém 2005.pdf
Santarém,2005,Chamusca,60,4,7,73,84,6.7,Santarém 2005.pdf
Santarém,2005,Constância,22,2,11,23,36,9.1,Santarém 2005.pdf
Santarém,2005,Coruche,102,9,20,125,154,8.8,Santarém 2005.pdf
Santarém,2005,Entroncamento,53,2,5,65,72,3.8,Santarém 2005.pdf
Santarém,2005,Ferreira do Zêzere,65,2,8,75,85,3.1,Santarém 2005.pdf
Santarém,2005,Golegã,29,2,3,39,44,6.9,Santarém 2005.pdf
Santarém,2005,Mação,28,2,3,34,39,7.1,Santarém 2005.pdf
Santarém,2005,Ourém,283,9,40,320,369,3.2,Santarém 2005.pdf
Santarém,2005,Rio Maior,118,5,21,132,158,4.2,Santarém 2005.pdf
Santarém,2005,Salvaterra de Magos,111,8,13,130,151,7.2,Santarém 2005.pdf
Santarém,2005,Santarém,322,7,44,389,440,2.2,Santarém 2005.pdf
Santarém,2005,Sardoal,24,1,0,28,29,4.2,Santarém 2005.pdf
Santarém,2005,Tomar,203,2,26,258,286,1.0,Santarém 2005.pdf
Santarém,2005,Torres Novas,137,1,13,154,168,0.7,Santarém 2005.pdf
Santarém,2005,V. N. Barquinha,36,1,8,49,58,2.8,Santarém 2005.pdf
Setúbal,2005,% % % % % Alcácer do Sal,107,12,20,150,182,11.2,Setúbal 2005.pdf
Setúbal,2005,Alcochete Almada,361,5,35,452,492,1.4,Setúbal 2005.pdf
Setúbal,2005,Barreiro Grândola,116,12,31,159,202,10.3,Setúbal 2005.pdf
Setúbal,2005,Moita Montijo,183,7,20,228,255,3.8,Setúbal 2005.pdf
Setúbal,2005,Palmela Santiago Cacém,126,10,23,162,195,7.9,Setúbal 2005.pdf
Setúbal,2005,Seixal Sesimbra,123,2,12,146,160,1.6,Setúbal 2005.pdf
Setúbal,2005,Setúbal Sines,40,2,9,52,63,5.0,Setúbal 2005.pdf
Viana do Castelo,2005,Arcos Valdevez,62,0,8,85,93,0.0,Viana do Castelo 2005.pdf
Viana do Castelo,2005,Caminha,65,1,2,86,89,1.5,Viana do Castelo 2005.pdf
Viana do Castelo,2005,Melgaço,15,2,7,13,22,13.3,Viana do Castelo 2005.pdf
Viana do Castelo,2005,Monção,52,3,3,63,69,5.8,Viana do Castelo 2005.pdf
Viana do Castelo,2005,Paredes Coura,27,0,2,36,38,0.0,Viana do Castelo 2005.pdf
Viana do Castelo,2005,Ponte da Barca,33,2,2,80,84,6.1,Viana do Castelo 2005.pdf
Viana do Castelo,2005,Ponte de Lima,172,5,10,244,259,2.9,Viana do Castelo 2005.pdf
Viana do Castelo,2005,Valença,84,5,4,114,123,6.0,Viana do Castelo 2005.pdf
Viana do Castelo,2005,V. do Castelo,282,5,15,387,407,1.8,Viana do Castelo 2005.pdf
Viana do Castelo,2005,V. N. Cerveira,40,6,3,45,54,15.0,Viana do Castelo 2005.pdf
Vila Real,2005,Alijo,29,4,6,36,46,13.8,Vila Real 2005.pdf
Vila Real,2005,Boticas,13,0,3,12,15,0.0,Vila Real 2005.pdf
Vila Real,2005,Chaves,156,4,20,202,226,2.6,Vila Real 2005.pdf
Vila Real,2005,Mesao Frio,15,0,0,26,26,0.0,Vila Real 2005.pdf
Vila Real,2005,M. de Basto,22,0,1,30,31,0.0,Vila Real 2005.pdf
Vila Real,2005,Montalegre,42,6,6,55,67,14.3,Vila Real 2005.pdf
Vila Real,2005,Murça,24,1,2,30,33,4.2,Vila Real 2005.pdf
Vila Real,2005,Peso da Régua,37,1,7,35,43,2.7,Vila Real 2005.pdf
Vila Real,2005,Ribeira de Pena,8,1,2,10,13,12.5,Vila Real 2005.pdf
Vila Real,2005,Sabrosa,12,0,3,17,20,0.0,Vila Real 2005.pdf
Vila Real,2005,S.M. de Penaguião,13,1,0,15,16,7.7,Vila Real 2005.pdf
Vila Real,2005,Valpacos,40,0,5,55,60,0.0,Vila Real 2005.pdf
Vila Real,2005,V. Pouca Aguiar,49,1,6,58,65,2.0,Vila Real 2005.pdf
Vila Real,2005,Vila Real,216,10,24,301,335,4.6,Vila Real 2005.pdf
Viseu,2005,Armamar,19,2,0,20,22,10.5,Viseu 2005.pdf
Viseu,2005,Carregal do Sal,43,2,8,43,53,4.7,Viseu 2005.pdf
Viseu,2005,Castro Daire,47,3,5,63,71,6.4,Viseu 2005.pdf
Viseu,2005,Cinfaes,57,1,2,73,76,1.8,Viseu 2005.pdf
Viseu,2005,Lamego,89,2,10,130,142,2.2,Viseu 2005.pdf
Viseu,2005,Mangualde,100,2,9,133,144,2.0,Viseu 2005.pdf
Viseu,2005,M. da Beira,42,1,2,49,52,2.4,Viseu 2005.pdf
Viseu,2005,Mortagua,55,1,3,64,68,1.8,Viseu 2005.pdf
Viseu,2005,Nelas,81,0,7,102,109,0.0,Viseu 2005.pdf
Viseu,2005,Ol.de Frades,42,0,1,48,49,0.0,Viseu 2005.pdf
Viseu,2005,P. do Castelo,19,0,4,22,26,0.0,Viseu 2005.pdf
Viseu,2005,Penedono,8,0,3,7,10,0.0,Viseu 2005.pdf
Viseu,2005,Resende,24,2,5,37,44,8.3,Viseu 2005.pdf
Viseu,2005,St. Comba Dao,54,6,9,57,72,11.1,Viseu 2005.pdf
Viseu,2005,S. J. Pesqueira,28,7,12,33,52,25.0,Viseu 2005.pdf
Viseu,2005,S. Pedro do Sul,57,2,2,69,73,3.5,Viseu 2005.pdf
Viseu,2005,Sátão,61,1,5,95,101,1.6,Viseu 2005.pdf
Viseu,2005,Sernancelhe,24,0,6,32,38,0.0,Viseu 2005.pdf
Viseu,2005,Tabuaço,12,1,0,15,16,8.3,Viseu 2005.pdf
Viseu,2005,Tarouca,29,2,1,32,35,6.9,Viseu 2005.pdf
Viseu,2005,Tondela,139,4,23,152,179,2.9,Viseu 2005.pdf
Viseu,2005,V.N.de Paiva,17,0,1,21,22,0.0,Viseu 2005.pdf
Viseu,2005,Viseu,399,7,29,519,555,1.8,Viseu 2005.pdf
Viseu,2005,Vouzela,74,4,9,87,100,5.4,Viseu 2005.pdf
Évora,2005,Alandroal,17,4,4,20,28,23.5,Évora 2005.pdf
Évora,2005,Arraiolos,32,2,2,49,53,6.3,Évora 2005.pdf
Évora,2005,Borba,21,2,1,25,28,9.5,Évora 2005.pdf
Évora,2005,Estremoz,71,12,8,83,103,16.9,Évora 2005.pdf
Évora,2005,Évora,213,7,33,253,293,3.3,Évora 2005.pdf
Évora,2005,Mont.-o-Novo,110,6,30,144,180,5.5,Évora 2005.pdf
Évora,2005,Mora,19,1,2,17,20,5.3,Évora 2005.pdf
Évora,2005,Mourão,9,0,5,6,11,0.0,Évora 2005.pdf
Évora,2005,Portel,20,4,7,14,25,20.0,Évora 2005.pdf
Évora,2005,Redondo,24,0,2,31,33,0.0,Évora 2005.pdf
Évora,2005,Reguengos de Monsaraz,37,1,6,38,45,2.7,Évora 2005.pdf
Évora,2005,Vendas Novas,69,2,12,80,94,2.9,Évora 2005.pdf
Évora,2005,Viana Alentejo,18,1,1,20,22,5.6,Évora 2005.pdf
Évora,2005,Vila Viçosa,17,2,3,16,21,11.8,Évora 2005.pdf
Aveiro,2006,Águeda,220,5,14,239,258,2.3,Aveiro 2006.pdf
Aveiro,2006,Albergaria-a-Velha,178,1,5,227,233,0.6,Aveiro 2006.pdf
Aveiro,2006,Anadia,186,1,30,215,246,0.5,Aveiro 2006.pdf
Aveiro,2006,Arouca,56,3,5,58,66,5.4,Aveiro 2006.pdf
Aveiro,2006,Aveiro,355,4,36,382,422,1.1,Aveiro 2006.pdf
Aveiro,2006,Castelo de Paiva,46,0,1,63,64,0.0,Aveiro 2006.pdf
Aveiro,2006,Espinho,126,1,4,151,156,0.8,Aveiro 2006.pdf
Aveiro,2006,Estarreja,145,2,12,171,185,1.4,Aveiro 2006.pdf
Aveiro,2006,Ílhavo,165,4,10,210,224,2.4,Aveiro 2006.pdf
Aveiro,2006,Mealhada,101,1,16,127,144,1.0,Aveiro 2006.pdf
Aveiro,2006,Murtosa,50,1,1,63,65,2.0,Aveiro 2006.pdf
Aveiro,2006,Oliveira de Azeméis,203,9,24,240,273,4.4,Aveiro 2006.pdf
Aveiro,2006,Oliveira do Bairro,149,2,11,169,182,1.3,Aveiro 2006.pdf
Aveiro,2006,Ovar,238,7,16,295,318,2.9,Aveiro 2006.pdf
Aveiro,2006,Sta. Maria da Feira,522,7,41,643,691,1.3,Aveiro 2006.pdf
Aveiro,2006,S. João da Madeira,55,1,18,57,76,1.8,Aveiro 2006.pdf
Aveiro,2006,Sever do Vouga,56,2,10,68,80,3.6,Aveiro 2006.pdf
Aveiro,2006,Vagos,125,7,3,148,158,5.6,Aveiro 2006.pdf
Aveiro,2006,Vale de Cambra,67,0,5,78,83,0.0,Aveiro 2006.pdf
Beja,2006,Aljustrel,47,1,12,48,61,2.1,Beja 2006.pdf
Beja,2006,Almodôvar,44,5,7,53,65,11.4,Beja 2006.pdf
Beja,2006,Alvito,4,1,1,3,5,25.0,Beja 2006.pdf
Beja,2006,Beja,91,4,9,127,140,4.4,Beja 2006.pdf
Beja,2006,Castro Verde,23,0,0,43,43,0.0,Beja 2006.pdf
Beja,2006,Cuba,10,0,2,13,15,0.0,Beja 2006.pdf
Beja,2006,Ferreira do Alentejo,45,6,8,64,78,13.3,Beja 2006.pdf
Beja,2006,Mértola,34,5,6,38,49,14.7,Beja 2006.pdf
Beja,2006,Moura,36,1,7,44,52,2.8,Beja 2006.pdf
Beja,2006,Odemira,108,3,17,123,143,2.8,Beja 2006.pdf
Beja,2006,Ourique,55,4,20,57,81,7.3,Beja 2006.pdf
Beja,2006,Serpa,34,4,11,36,51,11.8,Beja 2006.pdf
Beja,2006,Vidigueira,19,2,6,19,27,10.5,Beja 2006.pdf
Braga,2006,Amares,63,2,4,76,82,3.2,Braga 2006.pdf
Braga,2006,Barcelos,371,12,16,498,526,3.2,Braga 2006.pdf
Braga,2006,Braga,541,5,61,670,736,0.9,Braga 2006.pdf
Braga,2006,Cabeceiras Basto,52,1,6,73,80,1.9,Braga 2006.pdf
Braga,2006,Celorico de Basto,50,1,3,59,63,2.0,Braga 2006.pdf
Braga,2006,Esposende,164,3,10,219,232,1.8,Braga 2006.pdf
Braga,2006,Fafe,198,10,14,282,306,5.1,Braga 2006.pdf
Braga,2006,Guimarães,465,10,56,561,627,2.2,Braga 2006.pdf
Braga,2006,Póvoa de Lanhoso,89,3,12,132,147,3.4,Braga 2006.pdf
Braga,2006,Terras de Bouro,12,0,1,16,17,0.0,Braga 2006.pdf
Braga,2006,Vieira do Minho,31,1,6,41,48,3.2,Braga 2006.pdf
Braga,2006,V. N. de Famalicão,475,5,34,643,682,1.1,Braga 2006.pdf
Braga,2006,Vila Verde,170,6,6,227,239,3.5,Braga 2006.pdf
Braga,2006,Vizela,53,1,8,64,73,1.9,Braga 2006.pdf
Bragança,2006,% % % % % grav. Alfândega da Fé,11,0,0,18,18,0.0,Bragança 2006.pdf
Bragança,2006,Bragança Carrazeda Ansiães,12,1,2,13,16,8.3,Bragança 2006.pdf
Bragança,2006,Freixo Espada Cinta Macedo Cavaleiros,55,3,9,66,78,5.5,Bragança 2006.pdf
Bragança,2006,Miranda do Douro Mirandela,77,4,13,129,146,5.2,Bragança 2006.pdf
Bragança,2006,Mogadouro Torre de Moncorvo,25,2,1,33,36,8.0,Bragança 2006.pdf
Bragança,2006,Vila Flor Vimioso,8,0,2,9,11,0.0,Bragança 2006.pdf
Castelo Branco,2006,Belmonte,21,1,6,25,32,4.8,Castelo Branco 2006.pdf
Castelo Branco,2006,Castelo Branco,173,2,34,212,248,1.2,Castelo Branco 2006.pdf
Castelo Branco,2006,Covilhã,167,3,14,201,218,1.8,Castelo Branco 2006.pdf
Castelo Branco,2006,Fundão,101,2,5,130,137,2.0,Castelo Branco 2006.pdf
Castelo Branco,2006,Idanha-a-Nova,43,2,6,49,57,4.7,Castelo Branco 2006.pdf
Castelo Branco,2006,Oleiros,23,1,4,29,34,4.3,Castelo Branco 2006.pdf
Castelo Branco,2006,Penamacor,17,1,3,20,24,5.9,Castelo Branco 2006.pdf
Castelo Branco,2006,Proença-a-Nova,22,1,11,19,31,4.5,Castelo Branco 2006.pdf
Castelo Branco,2006,Sertã,75,3,17,86,106,4.0,Castelo Branco 2006.pdf
Castelo Branco,2006,Vila de Rei,18,0,0,26,26,0.0,Castelo Branco 2006.pdf
Castelo Branco,2006,Vila Velha Ródão,22,5,7,26,38,22.7,Castelo Branco 2006.pdf
Coimbra,2006,Arganil,50,2,4,61,67,4.0,Coimbra 2006.pdf
Coimbra,2006,Cantanhede,201,6,15,233,254,3.0,Coimbra 2006.pdf
Coimbra,2006,Coimbra,659,5,22,814,841,0.8,Coimbra 2006.pdf
Coimbra,2006,Condeixa-a-Nova,81,1,8,109,118,1.2,Coimbra 2006.pdf
Coimbra,2006,Figueira da Foz,296,9,13,402,424,3.0,Coimbra 2006.pdf
Coimbra,2006,Góis,10,0,0,11,11,0.0,Coimbra 2006.pdf
Coimbra,2006,Lousa,57,1,4,67,72,1.8,Coimbra 2006.pdf
Coimbra,2006,Mira,51,1,1,64,66,2.0,Coimbra 2006.pdf
Coimbra,2006,Miranda do Corvo,36,0,1,44,45,0.0,Coimbra 2006.pdf
Coimbra,2006,Montemor-o-Velho,162,7,8,214,229,4.3,Coimbra 2006.pdf
Coimbra,2006,Oliveira do Hospital,73,2,6,99,107,2.7,Coimbra 2006.pdf
Coimbra,2006,Pampilhosa Serra,14,1,1,13,15,7.1,Coimbra 2006.pdf
Coimbra,2006,Penacova,86,1,6,108,115,1.2,Coimbra 2006.pdf
Coimbra,2006,Penela,46,2,6,47,55,4.3,Coimbra 2006.pdf
Coimbra,2006,Soure,72,2,1,82,85,2.8,Coimbra 2006.pdf
Coimbra,2006,Tábua,59,1,6,79,86,1.7,Coimbra 2006.pdf
Coimbra,2006,V. Nova de Poiares,28,2,4,28,34,7.1,Coimbra 2006.pdf
Faro,2006,Albufeira,225,5,14,274,293,2.2,Faro 2006.pdf
Faro,2006,Alcoutim,13,0,1,15,16,0.0,Faro 2006.pdf
Faro,2006,Aljezur,40,0,8,46,54,0.0,Faro 2006.pdf
Faro,2006,Castro Marim,35,1,2,48,51,2.9,Faro 2006.pdf
Faro,2006,Faro,309,7,37,360,404,2.3,Faro 2006.pdf
Faro,2006,Lagoa,106,2,12,127,141,1.9,Faro 2006.pdf
Faro,2006,Lagos,114,2,19,127,148,1.8,Faro 2006.pdf
Faro,2006,Loulé,397,10,60,466,536,2.5,Faro 2006.pdf
Faro,2006,Monchique,20,0,3,25,28,0.0,Faro 2006.pdf
Faro,2006,Olhão,203,4,26,227,257,2.0,Faro 2006.pdf
Faro,2006,Portimão,228,0,35,270,305,0.0,Faro 2006.pdf
Faro,2006,S. Brás de Alportel,41,0,5,43,48,0.0,Faro 2006.pdf
Faro,2006,Silves,185,11,39,227,277,5.9,Faro 2006.pdf
Faro,2006,Tavira,129,4,17,145,166,3.1,Faro 2006.pdf
Faro,2006,Vila do Bispo,29,0,1,44,45,0.0,Faro 2006.pdf
Faro,2006,V. Real Sto. António,69,5,5,73,83,7.2,Faro 2006.pdf
Guarda,2006,Aguiar da Beira,18,1,0,25,26,5.6,Guarda 2006.pdf
Guarda,2006,Almeida,37,3,3,43,49,8.1,Guarda 2006.pdf
Guarda,2006,Celorico da Beira,40,3,9,54,66,7.5,Guarda 2006.pdf
Guarda,2006,Fig. Castelo Rodrigo,9,2,1,16,19,22.2,Guarda 2006.pdf
Guarda,2006,Fornos de Algodres,18,2,2,24,28,11.1,Guarda 2006.pdf
Guarda,2006,Gouveia,41,0,6,54,60,0.0,Guarda 2006.pdf
Guarda,2006,Guarda,147,6,17,181,204,4.1,Guarda 2006.pdf
Guarda,2006,Manteigas,6,1,4,11,16,16.7,Guarda 2006.pdf
Guarda,2006,Meda,21,1,9,27,37,4.8,Guarda 2006.pdf
Guarda,2006,Pinhel,34,2,4,48,54,5.9,Guarda 2006.pdf
Guarda,2006,Sabugal,37,2,4,43,49,5.4,Guarda 2006.pdf
Guarda,2006,Seia,79,2,15,89,106,2.5,Guarda 2006.pdf
Guarda,2006,Trancoso,58,3,5,78,86,5.2,Guarda 2006.pdf
Guarda,2006,V. Nova Foz Côa,19,1,4,17,22,5.3,Guarda 2006.pdf
Leiria,2006,Alcobaça,290,5,34,335,374,1.7,Leiria 2006.pdf
Leiria,2006,Alvaiázere,36,0,8,79,87,0.0,Leiria 2006.pdf
Leiria,2006,Ansião,52,1,5,73,79,1.9,Leiria 2006.pdf
Leiria,2006,Batalha,85,1,4,124,129,1.2,Leiria 2006.pdf
Leiria,2006,Bombarral,62,1,11,79,91,1.6,Leiria 2006.pdf
Leiria,2006,Caldas da Rainha,219,3,19,277,299,1.4,Leiria 2006.pdf
Leiria,2006,Castanheira Pêra,11,1,3,10,14,9.1,Leiria 2006.pdf
Leiria,2006,Figueiró dos Vinhos,31,2,1,37,40,6.5,Leiria 2006.pdf
Leiria,2006,Leiria,721,23,69,841,933,3.2,Leiria 2006.pdf
Leiria,2006,Marinha Grande,177,4,10,207,221,2.3,Leiria 2006.pdf
