,Vítimas,,Feridos,,Feridos,,Total de,
,mortais,,graves,,leves,,vítimas,
,2014,2015,2014,2015,2014,2015,2014,2015
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Com capacete/cinto segurança,294,293,1036,1100,20642,22188,21972,23581
Sem capacete/cinto segurança,35,26,43,34,163,131,241,191
Isentos,57,37,127,148,1635,1625,1819,1810
N.D.,11,7,17,10,238,232,266,249
TOTAL,397,363,1223,1292,22678,24176,24298,25831
