"00_03 03_06 06_09 09_12 12_15 15_18 18_21 21_24
vmortais 6% 6% 13% 16% 13% 16% 20% 10%",
,"00_03 03_06 06_09 09_12 12_15 15_18 18_21 21_24
fgraves 5% 4% 11% 13% 16% 21% 19% 10%"
