,,VÍTIMAS MORTAIS,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,<=14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,>=65,N.D.,TOTAL
,,,,,,,,,,,,,,,
,2014,1,1,4,3,7,5,4,5,11,10,8,86,0,145
Peões,2015,4,3,2,1,3,6,5,7,9,8,15,81,2,146
,15-14,3,2,-2,-2,-4,1,1,2,-2,-2,7,-5,2,1
,2014,3,13,33,22,13,25,20,12,23,18,21,71,1,275
Veíc. Ligeiros *,2015,4,16,24,25,19,14,19,18,22,16,24,63,0,264
,15-14,1,3,-9,3,6,-11,-1,6,-1,-2,3,-8,-1,-11
,2014,0,0,0,0,0,1,1,2,2,1,3,0,0,10
Veíc. Pesados *,2015,0,0,0,0,2,1,2,2,3,6,1,2,0,19
,15-14,-,-,-,-,2,0,1,0,1,5,-2,2,-,9
,2014,2,3,0,1,0,0,3,6,6,3,0,11,0,35
Velocípedes *,2015,2,2,0,1,0,2,1,3,3,1,3,7,0,25
,15-14,0,-1,-,0,-,2,-2,-3,-3,-2,3,-4,-,-10
,2014,0,2,0,2,1,1,1,4,6,5,6,15,0,43
Ciclomotores *,2015,0,0,1,2,1,2,3,6,4,5,5,13,0,42
,15-14,-,-2,1,0,0,1,2,2,-2,0,-1,-2,-,-1
,2014,0,4,1,12,19,15,13,10,10,4,1,2,0,91
Motociclos *,2015,0,4,3,9,9,16,12,7,5,2,4,2,0,73
,15-14,-,0,2,-3,-10,1,-1,-3,-5,-2,3,0,-,-18
,2014,2,1,1,1,1,2,2,2,4,1,1,21,0,39
Outros *,2015,3,0,1,0,0,3,0,2,3,0,3,9,0,24
,15-14,1,-1,0,-1,-1,1,-2,0,-1,-1,2,-12,-,-15
,2014,8,24,39,41,41,49,44,41,62,42,40,206,1,638
TOTAL,2015,13,25,31,38,34,44,42,45,49,38,55,177,2,593
,15-14,5,1,-8,-3,-7,-5,-2,4,-13,-4,15,-29,1,-45
