"Quadro 4.2  Evolução peões vítimas em Portugal, 2017 a 2021",,,,,,
,,,,,,
Ano,VM,FG,FL,Total de peões vítimas,,
2017,134,433,5325,5892,,
2018,163,427,5311,5901,,
2019,140,450,5391,5981,,
2020,101,291,3484,3876,,
2021,100,306,3717,4123,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
