,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2010 2011,2010 2011,2010 2011,2010 2011
"Abertura de porta
Ausência de luzes quando obrigatórias
Circulação afastada berma ou passeio
Desrespeito da sinalização semafórica
Desrespeito da sinalização vertical
Desrespeito distâncias de segurança
Desrespeito das marcas rodoviárias
Encandeamento
Falha mecânica do veículo
Manobra irregular
Não definida
Não identificada
Não sinalização da manobra
Obstáculo imprevisto faixa de rodagem
Queda de carga ou objecto
Rebentamento de pneumático
Veloc. exc. para condições existentes","0 0
2 0
4 2
1 0
18 14
2 1
3 5
0 0
1 2
25 15
14 6
384 406
1 2
4 3
0 0
4 1
89 74","2 0
3 1
10 5
2 0
40 25
14 8
16 11
6 4
4 5
50 52
45 41
1050 969
3 2
11 11
0 0
8 5
193 175","16 12
12 16
70 66
84 77
706 580
360 322
124 97
160 131
104 97
712 569
1090 835
18759 17964
34 27
431 352
7 7
125 101
3191 2484","18 12
17 17
84 73
87 77
764 619
376 331
143 113
166 135
109 104
787 636
1149 882
20193 19339
38 31
446 366
7 7
137 107
3473 2733"
Total,552 531,1457 1314,25985 23737,27994 25582
