,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2010 2011,2010 2011,2010 2011,2010 2011
"Aut. ligeiros
Aut. pesados
Velocípedes
Ciclomotores
Motociclos
Outros","172 148
2 4
0 0
2 5
9 2
5 2","522 413
14 13
1 3
17 19
30 32
6 9","11319 9664
398 340
28 18
393 344
356 365
68 62","12013 10225
414 357
29 21
412 368
395 399
79 73"
Total,190 161,590 489,12562 10793,13342 11443
