,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2010 2011,2010 2011,2010 2011,2010 2011
"Dia
Noite
Aurora ou crepúsculo","113 89
70 60
7 12","371 276
200 191
19 22","8558 7421
3605 2982
355 354","9042 7786
3875 3233
381 388"
Total(1),190 161,590 489,12564 10793,13344 11443
