,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2010 2011,2010 2011,2010 2011,2010 2011
"Dentro das localidades
Arruamento
Estrada Nacional
Estrada Municipal
IC/IP
Outra Via(1)","165 166
112 124
46 28
6 5
1 4
0 5","385 420
312 374
56 40
10 4
3 1
4 1","5179 5045
4756 4669
338 313
56 48
10 3
19 12","5729 5631
5180 5167
440 381
72 57
14 8
23 18"
"Fora das localidades
Auto-Estrada
Estrada Nacional
Estrada Municipal
IC/IP
Outra Via(1)","30 33
5 5
17 19
5 5
3 4
0 0","43 42
12 8
19 21
10 9
1 2
1 2","162 120
20 15
75 59
48 31
6 10
13 5","235 195
37 28
111 99
63 45
10 16
14 7"
"Total
Auto-Estrada
Arruamento
Estrada Nacional
Estrada Municipal
IC/IP
Outra Via(1)","195 199
5 5
112 124
63 47
11 10
4 8
0 5","428 462
12 8
312 374
75 61
20 13
4 3
5 3","5341 5165
20 15
4756 4669
413 372
104 79
16 13
32 17","5964 5826
37 28
5180 5167
551 480
135 102
24 24
37 25"
