,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2010 2011,2010 2011,2010 2011,2010 2011
"00-03
03-06
06-09
09-12
12-15
15-18
18-21
21-24","38 40
40 34
53 67
61 57
78 74
111 96
114 109
57 54","102 81
81 92
145 147
167 140
214 184
304 235
289 282
155 153","1218 1092
788 725
3192 2765
4162 3906
4520 4147
5013 4602
4812 4435
2280 2065","1358 1213
909 851
3390 2979
4390 4103
4812 4405
5428 4933
5215 4826
2492 2272"
Total,552 531,1457 1314,25985 23737,27994 25582
