,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2010 2011,2010 2011,2010 2011,2010 2011
"Dentro das localidades
Segunda-feira
Terça-feira
Quarta-feira
Quinta-feira
Sexta-feira
Sábado
Domingo","165 166
24 24
31 28
28 22
21 21
19 27
23 31
19 13","385 420
52 79
57 57
64 67
59 56
70 63
44 64
39 34","5179 5045
865 810
790 811
858 822
815 728
912 889
548 576
391 409","5729 5631
941 913
878 896
950 911
895 805
1001 979
615 671
449 456"
"Fora das localidades
Segunda-feira
Terça-feira
Quarta-feira
Quinta-feira
Sexta-feira
Sábado
Domingo","30 33
2 6
6 4
3 3
6 6
7 4
3 6
3 4","43 42
8 4
9 5
3 2
8 10
7 11
2 7
6 3","162 120
28 14
24 14
22 18
22 21
27 26
13 14
26 13","235 195
38 24
39 23
28 23
36 37
41 41
18 27
35 20"
"Total
Segunda-feira
Terça-feira
Quarta-feira
Quinta-feira
Sexta-feira
Sábado
Domingo","195 199
26 30
37 32
31 25
27 27
26 31
26 37
22 17","428 462
60 83
66 62
67 69
67 66
77 74
46 71
45 37","5341 5165
893 824
814 825
880 840
837 749
939 915
561 590
417 422","5964 5826
979 937
917 919
978 934
931 842
1042 1020
633 698
484 476"
