,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2010 2011,2010 2011,2010 2011,2010 2011
"Dentro das localidades
Dia
Noite
Aurora ou crepúsculo
Não definido","165 166
94 95
63 61
7 10
1 0","385 420
252 267
118 140
14 11
1 2","5179 5045
3667 3631
1316 1227
147 164
49 23","5729 5631
4013 3993
1497 1428
168 185
51 25"
"Fora das localidades
Dia
Noite
Aurora ou crepúsculo
Não definido","30 33
7 12
22 18
1 3
0 0","43 42
22 20
19 21
2 1
0 0","162 120
113 85
42 34
7 1
0 0","235 195
142 117
83 73
10 5
0 0"
"Total
Dia
Noite
Aurora ou crepúsculo
Não definido","195 199
101 107
85 79
8 13
1 0","428 462
274 287
137 161
16 12
1 2","5341 5165
3780 3716
1358 1261
154 165
49 23","5964 5826
4155 4110
1580 1501
178 190
51 25"
