,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2010 2011,2010 2011,2010 2011,2010 2011
"Dentro das localidades(1)
A sair ou entrar num veículo
Atravessamento em passagem sinalizada
Atrav. passag. sinalizada c/ desrespeito
sinal. Semafórica
Atrav. fora passagem peões a mais de
50m de passag. ou qd não exista passag
Atrav. fora passagem peões a menos de
50m de passagem
Em ilhéu ou refúgio na via
Em plena faixa de rodagem
Em trabalhos na via
Surgindo inesperadamente faixa rodagem
Transitando pela berma ou passeio
Transitando pela direita faixa de rodagem
Transitando pela esquerda faixa rodagem","165 166
0 2
34 26
1 3
13 20
24 29
0 0
50 39
0 3
6 14
19 12
6 6
6 3","385 420
9 12
114 129
15 10
44 53
52 52
4 4
46 55
5 2
32 30
29 38
17 19
5 6","5179 5045
96 105
2031 2003
95 110
460 487
607 607
56 54
572 529
40 33
418 373
382 399
139 157
96 64","5729 5631
105 119
2179 2158
111 123
517 560
683 688
60 58
668 623
45 38
456 417
430 449
162 182
107 73"
"Fora das localidades(1)
A sair ou entrar num veículo
Atravessamento em passagem sinalizada
Atrav. passag. sinalizada c/ desrespeito
sinal. semafórica
Atrav. fora passagem peões a mais de
50m de passag. ou qd não exista passag
Atrav. fora passagem peões a menos de
50m de passagem
Em ilhéu ou refúgio na via
Em plena faixa de rodagem
Em trabalhos na via
Surgindo inesperadamente faixa rodagem
Transitando pela berma ou passeio
Transitando pela direita faixa de rodagem
Transitando pela esquerda faixa rodagem","30 33
1 0
1 0
0 0
5 3
0 1
0 0
10 17
1 2
1 2
7 4
1 3
3 1","43 42
3 4
0 2
0 0
4 2
0 2
1 0
17 14
4 1
3 6
6 6
2 4
2 1","162 120
12 6
12 9
0 0
12 12
5 5
0 0
41 24
7 11
21 14
30 24
13 7
8 7","235 195
16 10
13 11
0 0
21 17
5 8
1 0
68 55
12 14
25 22
43 34
16 14
13 9"
"Total(1)
A sair ou entrar num veículo
Atravessamento em passagem sinalizada
Atrav. passag. sinalizada c/ desrespeito
sinal. semafórica
Atrav. fora passagem peões a mais de
50m de passag. ou qd não exista passag
Atrav. fora passagem peões a menos de
50m de passagem
Em ilhéu ou refúgio na via
Em plena faixa de rodagem
Em trabalhos na via
Surgindo inesperadamente faixa rodagem
Transitando pela berma ou passeio
Transitando pela direita faixa de rodagem
Transitando pela esquerda faixa rodagem","195 199
1 2
35 26
1 3
18 23
24 30
0 0
60 56
1 5
7 16
26 16
7 9
9 4","428 462
12 16
114 131
15 10
48 55
52 54
5 4
63 69
9 3
35 36
35 44
19 23
7 7","5341 5165
108 111
2043 2012
95 110
472 499
612 612
56 54
613 553
47 44
439 387
412 423
152 164
104 71","5964 5826
121 129
2192 2169
111 123
538 577
688 696
61 58
736 678
57 52
481 439
473 483
178 196
120 82"
