,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2010 2011,2010 2011,2010 2011,2010 2011
"Jan
Fev
Mar
Abr
Mai
Jun
Jul
Ago
Set
Out
Nov
Dez","16 16
17 12
10 13
10 11
17 10
12 13
20 16
27 21
11 12
22 18
12 11
16 8","34 29
39 32
23 31
38 44
50 34
48 39
86 33
83 55
58 50
45 55
42 45
44 42","882 753
848 760
934 786
946 940
995 868
980 913
1198 1057
1460 1196
1031 889
1177 902
999 774
1114 955","932 798
904 804
967 830
994 995
1062 912
1040 965
1304 1106
1570 1272
1100 951
1244 975
1053 830
1174 1005"
Total,190 161,590 489,12564 10793,13344 11443
