,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2008 2009,2008 2009,2008 2009,2008 2009
"Dentro das localidades
Segunda-feira
Terça-feira
Quarta-feira
Quinta-feira
Sexta-feira
Sábado
Domingo","90 92
12 12
11 14
15 15
20 16
17 15
7 12
8 8","477 434
58 61
79 60
73 66
86 78
82 74
54 50
45 45","4944 5312
786 813
763 793
780 916
783 888
860 875
589 582
383 445","5511 5838
856 886
853 867
868 997
889 982
959 964
650 644
436 498"
"Fora das localidades
Segunda-feira
Terça-feira
Quarta-feira
Quinta-feira
Sexta-feira
Sábado
Domingo","46 38
2 6
13 4
4 6
9 5
6 5
6 8
6 4","52 67
6 11
9 11
4 9
10 9
5 17
7 6
11 4","203 190
28 25
23 25
22 24
38 24
40 33
26 25
26 34","301 295
36 42
45 40
30 39
57 38
51 55
39 39
43 42"
"Total
Segunda-feira
Terça-feira
Quarta-feira
Quinta-feira
Sexta-feira
Sábado
Domingo","136 130
14 18
24 18
19 21
29 21
23 20
13 20
14 12","529 501
64 72
88 71
77 75
96 87
87 91
61 56
56 49","5147 5502
814 838
786 818
802 940
821 912
900 908
615 607
409 479","5812 6133
892 928
898 907
898 1036
946 1020
1010 1019
689 683
479 540"
