,"Vítimas mortais
(M)","Feridos graves
(FG)",Feridos leves,"Total de vítimas
(V)","M e FG por 100
vítimas em 2009"
,2008 2009,2008 2009,2008 2009,2008 2009,M/V FG/V
"Peões
Veíc.ligeiros*
Veíc. Pesados*
Velocípedes*
Ciclomotores*
Motociclos*
Outros*","136 130
393 373
17 27
37 25
62 50
102 102
29 30","529 501
1264 1294
41 64
105 107
263 264
371 363
33 31","5147 5502
27000 29149
802 767
1233 1247
3581 3567
3325 3323
239 235","5812 6133
28657 30816
860 858
1375 1379
3906 3881
3798 3788
301 296","2 8
1 4
3 7
2 8
1 7
3 10
10 10"
Total,776 737,2606 2624,41327 43790,44709 47151,2 6
