,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2008 2009,2008 2009,2008 2009,2008 2009
"Dia
Noite
Aurora ou crepúsculo","267 267
197 155
28 28","923 930
516 557
50 68","17123 18227
6302 6574
716 811","18313 19424
7015 7286
794 907"
Total(1),492 450,1490 1556,24155 25732,26137 27738
