,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2008 2009,2008 2009,2008 2009,2008 2009
"Dentro das localidades
Janeiro
Fevereiro
Março
Abril
Maio
Junho
Julho
Agosto
Setembro
Outubro
Novembro
Dezembro","90 92
11 16
5 7
7 1
1 9
9 1
7 6
5 8
9 6
8 12
5 8
10 9
13 9","477 434
37 44
33 37
39 40
41 33
36 26
39 28
36 48
44 34
31 27
49 34
50 38
42 45","4944 5312
428 468
390 411
387 432
363 370
341 451
387 368
397 436
340 393
418 453
506 502
510 503
477 525","5511 5838
476 528
428 455
433 473
405 412
386 478
433 402
438 492
393 433
457 492
560 544
570 550
532 579"
"Fora das localidades
Janeiro
Fevereiro
Março
Abril
Maio
Junho
Julho
Agosto
Setembro
Outubro
Novembro
Dezembro","46 38
3 2
1 4
1 4
5 3
4 3
1
4
4 2
6 3
8 6
9 3
4 4","52 67
3 4
3 2
4 2
4 5
5 8
4 2
2 9
5 7
4 3
7 5
8 9
3 11","203 190
15 14
16 14
23 17
11 12
15 17
19 9
22 11
19 20
17 10
22 22
16 15
8 29","301 295
21 20
20 20
28 23
20 20
24 28
24 11
24 24
28 29
27 16
37 33
33 27
15 44"
"Total
Janeiro
Fevereiro
Março
Abril
Maio
Junho
Julho
Agosto
Setembro
Outubro
Novembro
Dezembro","136 130
14 18
6 11
8 5
6 12
13 4
8 6
5 12
13 8
14 15
13 14
19 12
17 13","529 501
40 48
36 39
43 42
45 38
41 34
43 30
38 57
49 41
35 30
56 39
58 47
45 56","5147 5502
443 482
406 425
410 449
374 382
356 468
406 377
419 447
359 413
435 463
528 524
526 518
485 554","5812 6133
497 548
448 475
461 496
425 432
410 506
457 413
462 516
421 462
484 508
597 577
603 577
547 623"
