,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2008 2009,2008 2009,2008 2009,2008 2009
"Dentro das localidades(1)
A sair ou entrar num veículo
Atravessamento em passagem sinalizada
Atrav. passag. sinalizada c/ desrespeito
sinal. semafórica
Atrav. fora passagem peões a mais de
50m de passag. ou qd não exista passag
Atrav. fora passagem peões a menos de
50m de passagem
Em ilhéu ou refúgio na via
Em plena faixa de rodagem
Em trabalhos na via
Surgindo inesperadamente faixa rodagem
Transitando pela berma ou passeio
Transitando pela direita faixa de rodagem
Transitando pela esquerda faixa rodagem","90 92
2 1
12 10
1 0
6 12
7 8
1 1
30 28
1 0
10 9
12 15
5 6
1 1","535 434
10 9
142 104
12 10
45 48
51 68
5 2
82 70
5 4
68 38
35 39
11 17
10 8","5328 5312
93 108
1798 1997
73 94
370 475
582 576
43 34
676 654
38 43
572 485
422 385
182 159
80 80","5511 5838
105 118
1952 2111
86 104
421 535
640 652
49 37
788 752
44 47
650 532
469 439
198 182
91 89"
"Fora das localidades(1)
A sair ou entrar num veículo
Atravessamento em passagem sinalizada
Atrav. passag. sinalizada c/ desrespeito
sinal. semafórica
Atrav. fora passagem peões a mais de
50m de passag. ou qd não exista passag
Atrav. fora passagem peões a menos de
50m de passagem
Em ilhéu ou refúgio na via
Em plena faixa de rodagem
Em trabalhos na via
Surgindo inesperadamente faixa rodagem
Transitando pela berma ou passeio
Transitando pela direita faixa de rodagem
Transitando pela esquerda faixa rodagem","46 38
0 2
1 0
0 0
3 6
1 1
1 0
17 17
5 2
2 4
7 2
5 2
2 1","52 67
0 6
3 1
0 0
9 8
0 0
1 3
21 23
5 3
2 8
5 5
3 8
2 1","203 190
6 3
12 10
0 0
24 17
1 3
3 8
51 61
12 11
27 11
30 31
18 27
17 7","301 295
6 11
16 11
0 0
36 31
2 4
5 11
89 101
22 16
31 23
42 38
26 37
21 9"
"Total(1)
A sair ou entrar num veículo
Atravessamento em passagem sinalizada
Atrav. passag. sinalizada c/ desrespeito
sinal. semafórica
Atrav. fora passagem peões a mais de
50m de passag. ou qd não exista passag
Atrav. fora passagem peões a menos de
50m de passagem
Em ilhéu ou refúgio na via
Em plena faixa de rodagem
Em trabalhos na via
Surgindo inesperadamente faixa rodagem
Transitando pela berma ou passeio
Transitando pela direita faixa de rodagem
Transitando pela esquerda faixa rodagem","136 130
2 3
13 10
1 0
9 18
8 9
2 1
47 45
6 2
12 13
19 17
10 8
3 2","529 501
10 15
145 105
12 10
54 56
51 68
6 5
103 93
10 7
70 46
40 44
14 25
12 9","5147 5502
99 111
1810 2007
73 94
394 492
583 579
46 42
727 715
50 54
599 496
452 416
200 186
97 87","5812 6133
111 129
1968 2122
86 104
457 566
642 656
54 48
877 853
66 63
681 555
511 477
224 219
112 98"
