,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2008 2009,2008 2009,2008 2009,2008 2009
"Jan
Fev
Mar
Abr
Mai
Jun
Jul
Ago
Set
Out
Nov
Dez","5 9
13 8
17 8
13 10
9 9
10 10
10 20
20 19
14 23
10 14
18 12
9 15","31 34
45 30
49 48
52 36
36 50
41 39
77 74
68 66
39 40
52 48
55 57
42 45","799 853
893 780
895 859
945 979
994 1045
963 1189
1111 1132
1334 1422
966 1028
1026 1079
1026 1036
1073 1154","835 896
951 818
961 915
1010 1025
1039 1104
1014 1238
1198 1226
1422 1507
1019 1091
1088 1141
1099 1105
1124 1214"
Total,148 157,587 567,12025 12556,12760 13280
