,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2008 2009,2008 2009,2008 2009,2008 2009
"00-03
03-06
06-09
09-12
12-15
15-18
18-21
21-24","16 22
15 20
10 15
17 20
23 21
32 26
24 18
11 15","58 41
54 32
61 81
61 56
77 65
118 115
90 92
68 85","793 768
529 508
1211 1259
1511 1638
1950 2011
2601 2686
2244 2439
1186 1247","867 831
598 560
1282 1355
1589 1714
2050 2097
2751 2827
2358 2549
1265 1347"
Total,148 157,587 567,12025 12556,12760 13280
