,Vítimas mortais,Feridos graves,Feridos leves,Total de vítimas
,2008 2009,2008 2009,2008 2009,2008 2009
"Abertura de porta
Ausência de luzes quando obrigatórias
Circulação afastada berma ou passeio
Desrespeito da sinalização semafórica
Desrespeito da sinalização vertical
Desrespeito distâncias de segurança
Desrespeito das marcas rodoviárias
Encandeamento
Falha mecânica do veículo
Manobra irregular
Não definida
Não identificada
Não sinalização da manobra
Obstáculo imprevisto faixa de rodagem
Queda de carga ou objecto
Rebentamento de pneumático
Veloc. exc. para condições existentes","1 0
2 1
2 4
2 0
16 14
2 2
3 4
0 0
0 1
20 22
27 8
293 303
1 1
3 3
0 0
2 1
118 86","1 1
4 5
10 3
7 4
59 50
15 15
19 19
7 5
6 9
77 79
138 55
856 1011
7 4
18 15
0 1
6 6
260 274","13 19
21 14
104 75
99 81
783 773
471 390
139 112
171 175
95 99
944 800
3394 1683
13276 17185
69 50
417 433
16 11
128 144
4015 3688","15 20
27 20
116 82
108 85
858 837
488 407
161 135
178 180
101 109
1041 901
3559 1746
14425 18499
77 55
438 451
16 12
136 151
4393 4048"
Total,492 450,1490 1556,24155 25732,26137 27738
