,,,,,Total de vítimas
,Acidentes com,Mortos,Feridos graves,Feridos leves,
,vítimas,,,,
,,,,,
,,,,,
"REGIÃO ALENTEJO
Dentro Localidade
Fora Localidade","1480
498
982","77
13
64","269
63
206","1708
526
1182","2054
602
1452"
"Beja
Dentro Localidade
Fora Localidade","550
136
414","36
3
33","106
13
93","668
152
516","810
168
642"
"Évora
Dentro Localidade
Fora Localidade","576
227
349","21
7
14","92
28
64","633
227
406","746
262
484"
"Portalegre
Dentro Localidade
Fora Localidade","354
135
219","20
3
17","71
22
49","407
147
260","498
172
326"
