,Extensão,milhões veículos x km,,,
,,,2005,,2006
"A1
A2
A3
A4
A5
A6
A7
A8
A9
A10
A11
A12
A13
A14
A15","295,2
234,2
106,5
51,3
25,0
157,9
98,5
129,8
34,4
25,3
66,9
24,2
78,7
39,9
40,2","4.098,5
1.644,5
970,7
652,7
1.138,7
296,1
201,5
1.002,4
342,2
10,2
61,8
200,5
114,3
67,2
76,4",,"4.026,4
1.633,8
957,5
573,9
1.163,0
291,1
293,8
1.008,5
333,0
11,3
178,9
196,5
135,1
70,5
78,6",
Total,"1.408,0","10.877,6",,"10.951,9",
