,,Acidentes c/,Mortos,Feridos,,
REGIÃO DO ALGARVE,,,,,Feridos leves,Total vítimas
,,vítimas,,graves,,
,,,,,,
Faro,"Atropelamentos
Colisões
Despistes","327
1105
711","10
19
22","44
137
103","298
1388
831","352
1544
956"
,Total,2143,51,284,2517,2852
