,Homens,,Mulheres,,Total
,,%,,%,
"2002
2003
2004
2005
2006","2987562
3104894
3219213
3299386
3387129","64,4
63,9
63,5
63,1
62,8","1653515
1755093
1853683
1928235
2009518","35,6
36,1
36,5
36,9
37,2","4641077
4859987
5072896
5227621
5396647"
