,,,,
,Acidentes c/ vítimas,Mortos,Feridos,Consumo de combustível(1)
,,,,
,,,,
"1987
1988
1989
1990
1991
1992
1993
1994
1995
1996
1997
1998
1999
2000
2001
2002
2003
2004
2005
2006","38656
41915
43499
45110
48953
50851
48645
45830
48339
49265
49417
49319
47966
44159
42521
42219
41495
38930
37066
35680","2296
2534
2375
2321
2475
2372
2077
1926
2085
2100
1939
1865
1750
1629
1466
1469
1356
1135
1094
850","54517
59532
61519
63329
69535
70986
66710
62163
65827
66627
66516
66603
65327
59924
57044
56585
55258
52009
49249
47137","2569369
2812843
2981310
3215413
3463690
3778462
3949834
4148309
4495096
4846257
4431649
4839598
5181874
5508692
5888196
5835821
5636686
6271690
6026048
5821608"
