,,Infractores,Total de testes,,Inf./Test.
,,,,,%
"Segunda
Terça
Quarta
Quinta
Sexta
Sábado
Domingo",,"518
611
659
814
1459
2530
1894","12185
11996
13332
13963
17585
16122
11702","4,3
5,1
4,9
5,8
8,3
15,7
16,2",
,Total,8485,96885,,"8,8"
