,,,,,,,,
,Vítimas mortais,,Feridos graves,,Feridos leves,,Total de vítimas,
,,,,,,,,
,2005,2006,2005,2006,2005,2006,2005,2006
"Dia
Noite
Aurora/crepúsculo","384
254
35","300
220
30","1277
785
76","1222
719
69","18172
7004
737","17587
6709
717","19833
8043
848","19109
7648
816"
Total(1),674,551,2143,2014,25988,25082,28805,27647
