REGIÃO DO ALGARVE,"Acidentes
com vítimas",Mortos,"Feridos
graves",Feridos leve,s Total vítimas
"Faro
Dentro Localidade
Fora Localidade","2143
1024
1119","51
9
42","284
102
182","2517
1116
1401","2852
1227
1625"
