,,,Não,"Infractores
0.50-0.79 g/l 0.80-1.19 g/l >=1,20 g/l Total",,,,,,,"Inf./Test.
%"
,,,infractores,,,,,,,Total de,
,,0.00-0.49 g/l,,0.50-0.79 g/l,0.80-1.19 g/l,,">=1,20 g/l",,,testes,
,,,,,,,,,,,
"15-20
21-29
30-39
40-49
>=50",,"27144
125821
123025
95297
95501",,"379
2305
2050
1727
1526","447
2628
2457
1862
1644",,"723
5259
5799
4532
3673","1549
10192
10306
8121
6843",,"28693
136013
133331
103418
102344","5,4
7,5
7,7
7,9
6,7"
,Total (1),,466788,7987,,9038,19986,,37011,503799,"7,3"
