"Acidentes com vítimas em 2006 (%)
Atropelamento Colisão Despiste",,,,,,,,,,
,"30,4",,"48,6",,"51,6",,"48,4",,"44,1",
,"52,9",,,,,,,,,
,,,,,,,,,"44,9",
,,,"40,5",,,,"38,9",,,
,,,,,"39,5",,,,,
,"16,6",,,,,,,,,
,,,"10,9",,"8,9",,"12,7",,"11,0",
Nacional Região Alentejo Beja Évora Portalegre,,,,,,,,,,
