,Homens,,Mulheres,,Total
,,%,,%,
"Até 24 anos
25-44 anos
45-64 anos
65-74 anos
> 74 anos","297643
1433800
1079691
341889
234106","55,8
55,9
67,3
80,3
88,1","235904
1132514
525596
83847
31657","44,2
44,1
32,7
19,7
11,9","533547
2566314
1605287
425736
265763"
Total,3387129,"62,8",2009518,"37,2",5396647
