,,Geral,,,,,,Dentro localidades,,,,,,Peões,,,,,,Utentes veículos,,,,
,,,,,,,,,,,,,,,,,,,,duas rodas(1),,,,
,,Vítimas,,,Feridos,,,Vítimas,,,Feridos,,,Vítimas,,,Feridos,,,Vítimas,,,Feridos,
,,mortais,,,graves,,,mortais,,,graves,,,mortais,,,graves,,,mortais,,,graves,
"1998
1999
2000","1865
1750
1629",,,"8177
7697
6918",,,"762
759
634",,,"5177
4804
4163",,,"356
345
337",,,"1711
1537
1365",,,"488
444
383",,,"2558
2218
1905",,
Média 98/00,1748,,,7597,,,718,,,4715,,,346,,,1538,,,438,,,2227,,
"2001
2002
2003
2004
2005
2006","1466
1469
1356
1135
1094
850",,,"5797
4770
4659
4190
3762
3483",,,"632
613
578
488
471
393",,,"3365
2739
2734
2587
2280
2064",,,"296
297
246
204
188
137",,,"1098
906
902
766
714
617",,,"362
324
325
265
258
205",,,"1522
1141
1213
1092
985
881",,
"Valor
pretendido
para 2009",874,,,3799,,,287,,,1886,,,138,,,615,,,175,,,891,,
"Redução
necessária em
2007-2009 (%)",-,,,-,,,"-26,9",,,"-8,6",,,-,,,"-0,3",,,"-14,5",,,-,,
