,,,,,,
,Feminino,,Masculino,,Total(1),
,,,,,,
,2005,2006,2005,2006,2005,2006
"Feridos leves
<=14
15-19
20-24
25-29
30-34
35-39
40-44
45-49
50-54
55-59
60-64
65-69
70-74
>=75
Não def.","6992
37
287
1096
1268
1070
911
715
507
412
292
173
88
54
53
29","7104
38
342
1109
1210
1116
831
724
575
447
264
171
126
85
41
25","18854
213
1494
2711
2664
2142
1766
1547
1324
1136
960
782
746
620
630
119","17735
200
1297
2358
2374
2137
1675
1505
1388
1069
901
748
736
605
641
101","25988
252
1787
3822
3945
3230
2695
2274
1843
1554
1258
958
837
675
687
171","25082
241
1646
3494
3613
3268
2522
2249
1992
1531
1174
926
869
697
692
168"
"Total de vítimas
<=14
15-19
20-24
25-29
30-34
35-39
40-44
45-49
50-54
55-59
60-64
65-69
70-74
>=75
Não def.","7310
41
304
1139
1318
1113
940
750
535
433
312
184
93
61
57
30","7441
40
352
1159
1261
1163
884
746
617
462
278
181
130
90
52
26","21330
248
1688
3069
3019
2452
1996
1752
1483
1283
1069
873
842
706
723
127","19941
224
1447
2665
2660
2408
1859
1672
1557
1194
1013
852
839
701
732
118","28805
292
2001
4224
4353
3588
2956
2514
2031
1723
1388
1060
938
770
784
183","27647
267
1808
3852
3950
3586
2763
2441
2204
1673
1301
1040
977
798
795
192"
