,,"Acidentes com
vítimas",,,"Acidentes com mortos
e/ou f. graves",Acidentes com mortos,,"Acidentes com
mortos",,"Indice
de gravidade",,
,,,,,,e/ou f. graves,,,,,,
,,2005,,2006,,2005,2006,2005,2006,2005,,2006
"REGIÃO
CENTRO
Aveiro
C. Branco
Coimbra
Guarda
Leiria
Viseu",,"10728
3138
689
2204
535
2642
1520","10322
3043
682
1981
564
2482
1570",,"1038
286
116
149
75
242
170",,"996
279
105
127
89
232
164","287
64
25
65
19
68
46","247
53
20
39
28
64
43","2,9
2,1
4,2
3,3
3,6
2,7
3,3","2,6
1,9
3,1
2,2
5,1
2,7
3,1",
