,,,,,,,,
,Vítimas mortais,,Feridos graves,,Feridos leves,,Total de vítimas,
,,,,,,,,
,2005,2006,2005,2006,2005,2006,2005,2006
"Dentro das localidades(1)
Dia
Noite
Aurora/crepúsculo","113
55
51
7","88
47
37
4","626
406
193
25","548
361
167
17","5302
4034
1127
108","5360
3981
1225
133","6041
4495
1371
140","5996
4389
1429
154"
"Fora das localidades(1)
Dia
Noite
Aurora ou crepúsculo","75
27
44
4","49
17
30
1","88
35
51
2","69
36
33
0","266
168
89
9","252
153
85
13","429
230
184
15","370
206
148
14"
"Total(1)
Dia
Noite
Aurora/crepúsculo","188
82
95
11","137
64
67
5","714
441
244
27","617
397
200
17","5568
4202
1216
117","5612
4134
1310
146","6470
4725
1555
155","6366
4595
1577
168"
