,,,,,,,,
,Vítimas mortais,,Feridos graves,,Feridos leves,,Total de vítimas,
,,,,,,,,
,2005,2006,2005,2006,2005,2006,2005,2006
"00-03
03-06
06-09
09-12
12-15
15-18
18-21
21-24","54
57
64
73
75
134
139
78","48
42
64
64
71
96
102
64","182
122
202
251
323
350
419
294","170
128
203
203
293
371
399
247","1544
897
2935
3816
4636
5038
4721
2401","1325
836
2864
3698
4367
4847
4749
2396","1780
1076
3201
4140
5034
5522
5279
2773","1543
1006
3131
3965
4731
5314
5250
2707"
Total,674,551,2143,2014,25988,25082,28805,27647
,,,,,,,,
