,,Vítimas mortais (M) por 100 000 habitantes,,,,,,,,
,,45-49,,50-54,55-59,,60-64,,>=65,Total (1)
"População(1)
M / 1 milhão hab.","733002
65",,"682782
79",,"633497
77","559293
95",,"1810100
104",,"10569592
80"
