,,2006,,,,
REGIÕES AUTÓNOMAS,,,"Acidentes com
vítimas e danos
materiais",Mortos,Feridos graves,Feridos leves
,REGIÕES AUTÓNOMAS,,,,,
"Total
Madeira
Açores
Equiparado Ponta Delgada a)
Equiparado Angra Heroísmo b)
Equiparado da Horta c)",,"7798
4006
3792
2494
866
432",,"41
23
18
8
7
3","243
96
147
81
42
24","1804
1025
779
465
220
94"
