,,,,,,,,
,Vítimas mortais,,Feridos graves,,Feridos leves,,Total de vítimas,
,,,,,,,,
,2005,2006,2005,2006,2005,2006,2005,2006
"Dentro das localidades(1)
A sair ou entrar num veículo
Atravessamento em passagem sinalizada
Atrav. passag. sinalizada c/ desrespeito
sinal. semafórica
Atrav. fora passagem peões a mais de
50m de passag. ou qd não exista passag
Atrav. fora passagem peões a menos de
50m de passagem
Em ilhéu ou refúgio na via
Em plena faixa de rodagem
Em trabalhos na via
Surgindo inesperadamente faixa rodagem
Transitando pela berma ou passeio
Transitando pela direita faixa de rodagem
Transitando pela esquerda faixa rodagem","113
1
10
1
23
11
1
30
0
12
13
5
3","88
3
12
1
11
12
1
20
1
9
8
5
3","626
13
163
20
62
94
4
75
7
98
35
25
9","548
6
145
10
71
83
4
80
0
72
49
11
10","5302
106
1671
122
462
603
43
696
32
788
379
179
104","5360
112
1750
98
449
731
43
707
26
724
389
187
79","6041
120
1844
143
547
708
48
801
39
898
427
209
116","5996
121
1907
109
531
826
48
807
27
805
446
203
92"
"Fora das localidades(1)
A sair ou entrar num veículo
Atravessamento em passagem sinalizada
Atrav. passag. sinalizada c/ desrespeito
sinal. semafórica
Atrav. fora passagem peões a mais de
50m de passag. ou qd não exista passag
Atrav. fora passagem peões a menos de
50m de passagem
Em ilhéu ou refúgio na via
Em plena faixa de rodagem
Em trabalhos na via
Surgindo inesperadamente faixa rodagem
Transitando pela berma ou passeio
Transitando pela direita faixa de rodagem
Transitando pela esquerda faixa rodagem","75
4
0
0
17
2
1
29
3
3
6
7
1","49
1
0
0
7
2
0
23
0
4
5
4
2","88
1
3
0
10
1
1
29
3
15
7
11
5","69
4
3
0
8
3
0
18
5
12
12
3
1","266
13
11
1
33
6
3
52
14
34
36
30
24","252
15
21
2
26
6
11
48
12
19
51
18
17","429
18
14
1
60
9
5
110
20
52
49
48
30","370
20
24
2
41
11
11
89
17
35
68
25
20"
"Total(1)
A sair ou entrar num veículo
Atravessamento em passagem sinalizada
Atrav. passag. sinalizada c/ desrespeito
sinal. semafórica
Atrav. fora passagem peões a mais de
50m de passag. ou qd não exista passag
Atrav. fora passagem peões a menos de
50m de passagem
Em ilhéu ou refúgio na via
Em plena faixa de rodagem
Em trabalhos na via
Surgindo inesperadamente faixa rodagem
Transitando pela berma ou passeio
Transitando pela direita faixa de rodagem
Transitando pela esquerda faixa rodagem","188
5
10
1
40
13
2
59
3
15
19
12
4","137
4
12
1
18
14
1
43
1
13
13
9
5","714
14
166
20
72
95
5
104
10
113
42
36
14","617
10
148
10
79
86
4
98
5
84
61
14
11","5568
119
1682
123
495
609
46
748
46
822
415
209
128","5612
127
1771
100
475
737
54
755
38
743
440
205
96","6470
138
1858
144
607
717
53
911
59
154
950
476
257","6366
141
1931
111
572
837
59
896
44
81
840
514
228"
