REGIÃO DO ALGARVE,,,,Mar,,,,,,,,,,
,,Jan,Fev,,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
,,,,,,,,,,,,,,
Faro,"Acidentes com vítimas
Acid.c/ mortos e f.graves
Acid.com mortos
Mortos
F.Graves
F.Leves","132
12
1
1
15
164","169
22
5
5
20
204","144
12
2
2
11
165","149
21
8
8
22
169","191
22
7
8
17
220","201
28
3
4
30
249","260
33
4
4
41
323","223
30
0
0
38
258","192
25
5
7
27
218","163
23
3
3
25
189","136
17
4
4
16
145","183
23
5
5
22
213","2143
268
47
51
284
2517"
