,,,,,,,Total condutores,,Total condutores,
,Vítimas mortais,,Feridos graves,,Feridos leves,,,,,
,,,,,,,vítimas,,intervenientes,
,,,,,,,,,,
,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006
,,,,,,,,,,
"Adequada ao veiculo
Não adequada veic.
Em instrução/exame
Caducada/suspensa
Sem licença/carta
Não necessária
Não definido","561
7
1
4
59
38
4","469
13
0
5
31
31
2","1744
42
3
6
221
118
9","1654
37
1
14
197
106
5","23462
222
21
59
1032
1077
115","22527
285
16
66
902
1198
88","25767
271
25
69
1312
1233
128","24650
335
17
85
1130
1335
95","55491
424
32
98
1622
1315
1185","52679
591
20
106
1421
1415
1201"
Total,674,551,2143,2014,25988,25082,28805,27647,60167,57433
