,,,Feridos graves,,
REGIÃO DO ALGARVE,,Mortos,,Feridos leves,Total vítimas
,,,,,
Faro,"Peões
Ligeiros*
Pesados*
Ciclomotores*
Motociclos*
Velocípedes*","10
21
1
6
9
4","45
127
7
37
46
22","296
1470
30
335
259
120","351
1618
38
378
314
146"
,Total (1),51,284,2517,2852
